제목,날짜,분류,기자,본문
국회 외통위 전문위원 “판문점선언 비용추계 분석에 한계”,2018-11-08 09:29,정치,안효성,"국회 외교통일위원회 전문위원이 판문점 선언이 국회 비준 동의 대상이 되는지에 대해 판단을 보류했다. 향후 들어가야 할 예산이 불명확하다는 이유에서다.               외통위 전문위원은 6일 판문점선언 비준동의안에 대한 검토보고서를 외통위 소속 의원들에게 제출했다.            검토보고서에 따르면 전문위원들은 “비용 추계서도 사업별 세부적인 산출내역이 없어 사업의 타당성과 추계의 적절성 및 재원조달방법을 분석하기에 한계가 있다”는 의견을 냈다.            국회 외통위 소속인 바른미래당 박주선 의원은 “정부가 비용 추계를 제대로 제시하지 못했다는 내용은 판문점 선언이 실질적으로 비준 동의 대상이 될 수 없다는 의미”라며 “비준 동의 대상이 아닌데도 정부가 국회 비준 동의를 고집해 남남 갈등을 조장하고 있다”고 말했다.           외통위 전문위원들은 남북관계법에 따라 판문점 선언이 국가에 중대한 재정 부담을 지우는지를 집중적으로 검토했다. 남북관계법에는 국회의 비준 동의 대상에 대해 ‘국가나 국민에게 중대한 재정적 부담을 지우는 남북합의서’로 정하고 있다.              검토보고서는 우선 “중대한 재정부담이 구체적으로 누구에 의해 어떤 방식으로 어느 정도 부담되는지 비용추계 및 재원조달방안의 적합성 분석을 통해 확인할 필요가 있다”고 명시했다. 그러면서 보고서는 ""판문점 선언의 이행계획과 재정 규모 등 세부적인 자료가 필요하지만 비용 추계서는 2019년 단년도 비용 추계서만 제시하고 있다""며 “최대한 구체화하여 국회에 제출하여야 한다""고 지적했다.             정부는 비준 동의안을 국회에 제출하며 2019년도에 필요한 예산 4712억 원을 적힌 비용 추계서를 제출했다. 이에 대해 야당은 “구체적인 재정 추계가 아니므로 남북관계발전법 ‘중대한 재정적 부담’의 근거가 되기엔 부족하다”(강석호 외통위원장)이라고 반대했다.             검토보고서는 통일부가 제시한 비용조달 방법 등도 보완할 것을 요구했다. 통일부는 도로ㆍ철도 연결은 대북 차관 형식으로,  산림협력 비용은 남북협력기금으로 무상으로 지원한다는 계획을 세웠다. 검토보고서는 “보다 명백한 기준을 통해 운영해 혼란을 방지할 필요성 있다”며 “그동안  9억 3200만불의 차관을 북에 제공하였으나 회수 실적은 저조한 상황이므로, 향후 철도ㆍ도로 현대화 사업 등을 추진할 경우에는 다각적 협의를 통해 회수 실적을 제고할 수 있는 방안을 강구할 필요가 있다”는 의견을 냈다.             국회 전문위원은 각 상임위원회의 입법 활동을 보좌하는 국회 공무원이다. 수석전문위원의 경우 차관보급 대우를 받을 정도로 전문성을 인정받는다. 국회법은 상임위원회가 안건을 심사하기 전 전문위원의 검토보고를 듣도록 규정하고 있다.              안효성 기자 hyoza@joongang.co.kr"
박주민 “선글라스 논란은 임종석 아닌 문 대통령 겨냥한 것”,2018-11-08 08:39,정치,채혜선,"박주민 더불어민주당 의원은 7일 “최근 임종석 대통령 비서실장을 향한 공격은 문재인 대통령을 겨냥한 것”이라고 주장했다.             박 의원은 이날 오후 방송된 CBS라디오 ‘시사자키 정관용입니다’와 인터뷰에서 “‘대통령이 제대로 건사를 못한다’는 얘기가 나오게끔 하려는 그런 포석이 아닌가 하는 생각이 든다”며 이렇게 말했다.           이어 “임 실장에 대한 타겟팅이 아니라 문 대통령에 대한 타겟팅 같다”고 했다.             박 의원은 “임 실장이 자기 정치를 한다거나 문 대통령으로부터 부여되지 않은 역할을 한다면 문제가 될 텐데, 문 대통령이 계속 특별한 임무를 부여해주고 있다. 임 실장은 이를 따르는 것뿐”이라고 설명하며 아랍에미리트(UAE) 특사와 남북 공동선언 이행 실무 등을 그 예로 들었다.            박 의원은 임 실장의 비무장지대(DMZ) 시찰 논란이 불거진 데 대해선 “임 실장에게 ‘왜 선글라스를 써서 이런 분란을 일으키냐’고 뭐라고 한 적 있다”고 전했다.            그는 “자유한국당이 왜 임 실장을 공격하는지는 모르겠다”며 “민주당 내부에서는 그런 소리가 안 나오고 있다”고 덧붙였다.           채혜선 기자 chae.hyeseon@joongang.co.kr"
“김정은 서울 방문 열렬히 환영” 백두칭송위원회 결성식 열려,2018-11-08 08:08,정치,배재성,친북 단체 회원 70여 명이 서울 도심 한복판에서 김정은 북한 국무위원장의 서울 방문을 환영하는 위원회 결성식을 열었다. 이 위원회의 명칭은 ‘백두칭송위원회’다.
"[단독] 통일부, 남북 철도·도로 예산 3526억 비공개로 넣었다",2018-11-08 01:50,정치,유성운,"통일부가 1조970억원으로 책정한 내년도 남북협력기금 사업비 중 3500억원가량의 금액을 북한과의 철도 및 도로 협력사업에 책정한 것으로 나타났다. 통일부가 추진 중인 남북 철도·도로 연결사업 예산의 구체적인 액수가 공개된 것은 이번이 처음이다.           국회 외교통일위원회 소속 정병국 바른미래당 의원이 7일 통일부와 국회 예산정책처 등을 통해 입수한 ‘남북협력기금 운용계획’ 비공개 세부자료에 따르면 통일부는 내년도 철도·도로 협력 사업에 총 1889억원을 책정했다. 철도 사업에는 1341억원(무상 지원 707억원, 대북 융자 634억원), 도로 사업에는 548억원(무상 지원 95억원, 대북 융자 453억원)을 각각 쓸 계획이다.           이와 별도로 통일부는 대북 SOC 사업을 위한 ‘쌈짓돈’도 마련했다고 한다. 정 의원은 “통일부 관계자가 예산정책처에 ‘남북경협 기반시설 구축(조정재원) 예산으로 편성한 2047억원 중 1637억원을 철도·도로 협력에 쓸 방침’이라고 설명했다”고 전했다. 공식적으로 잡힌 철도·도로 예산1889억원에다 조정재원 1637억원을 합치면 전체 철도·도로 예산은 3526억원으로 늘어나는 셈이다. 이는 남북협력기금 전체 사업비의 3분의 1에 해당되는 액수다.            정부가 철도·도로 연결 사업에 막대한 예산을 투입하는 것은 이 사업이 남북 공동 프로젝트의 핵심이기 때문이다. 지난 4·27 판문점 선언에선 “동해선 및 경의선 철도와 도로들을 연결하기 위한 실천적 대책들을 취해 나가기로 했다”고 했고, 9월 평양 공동선언에선 “남과 북은 올해 내에 동·서해선 철도 및 도로 연결을 위한 착공식을 갖기로 했다”고 발표했다.           하지만 야권에선 이런 대규모 예산 편성이 국제사회의 대북제재 대열에서 이탈하는 신호로 해석될 수 있다는 비판이 나오고 있다. 2017년 채택된 유엔 안보리 대북 결의 2397호는 ‘철도 및 차량을 사용해 산업용 기계류, 운송수단 및 철강, 여타 금속류의 직·간접적 공급·판매·이전’을 금지한다고 명시했기 때문이다.           정 의원은 “최근 통일부 관계자가 국회 측에 경의선(북한 측), 동해선(북한 측)을 구체적으로 지목하며 이를 현대화하는 데 최소 700억원 이상이 들 것으로 설명한 적도 있다”며 “우리가 북한의 노후화된 철도를 개·보수하는 데 드는 비용을 지원하는 것은 유엔 안보리 대북제재 대상에 해당된다”고 주장했다. 이어 정 의원은 “미국은 북한이 가시적인 비핵화 성과를 내놓기 전까지는 대북제재의 ‘최대 압박(maximum pressure)’을 지속하겠다는 입장이며, 유럽 등 국제사회도 이와 마찬가지”라며 “한국 정부의 이 같은 예산 편성은 대북제재에 대한 국제공조를 저해하는 것처럼 보일 소지가 크다”고 말했다.           대북 지원의 형태와 관련해 정부가 대북 무상예산은 올해보다 123억원만 늘리고 대북 융자예산을 1000억원가량 증액한 것도 ‘꼼수’라는 지적이 나온다. 정 의원은 “융자는 마치 빌려주는 것처럼 보이지만 ‘북한 퍼주기 비판’을 비켜가기 위한 눈가림에 불과하다”며 “지금까지 북한에 제공하고 돌려받지 못한 돈이 무려 3조3000억원에 달한다”고 지적했다. 정부는 경수로 건설 미회수금(2조3063억원), 식량 차관(8230억원), 철도·도로 관련 차관(1494억원), 경공업 원자재 차관(887억원) 등을 아직 북한으로부터 회수하지 못하고 있다. 결국 대북 퍼주기 논란을 의식해 무상보단 융자를 크게 늘렸지만 돈을 회수할 수 있을지는 불투명하다는 것이다.           한편 통일부는 남북경협 기반 사업 예산 4290억원 가운데 남북공유하천 공동이용(6억원), 남북교류협력 민간위탁(28억원), 남북공동연락사무소 운영(82억원) 등 2.7%(117억원)만 공개했을 뿐 나머지는 모두 비공개로 분류해 국회에 제출했다. 정 의원이 공개한 자료에 따르면 이 비공개 예산엔 북한 경제인력 양성(42억원), 남북공동기구 운영(42억원), 경공업 협력(100억원), 금강산관리위원회(10억원) 등이 포함된 것으로 드러났다.           이 때문에 이혜훈 국회 예결위원회 바른미래당 간사는 지난 1일 ‘내년도 예산안 토론회’ 자리에서 “정부가 남북협력기금 집행 내역에 대한 자료 제출을 거부하면서 사실상 심사를 방해하고 있다. 1조원이나 되는 이런 깜깜이 예산은 전액 삭감해야 한다”고 주장했다.             이에 대해 통일부는 “대북 협상 과정에서 우위를 점하기 위해 전략을 미리 노출시키지 않으려는 것이고, 비공개 사업 대부분이 계속사업이라 협상의 연속성을 지니기 때문에 과거 내역도 공개가 어렵다”고 해명했다.                  유성운 기자 pirate@joongang.co.kr"
[이정재의 시시각각] 평화를 경제와 싸움 붙이는 나라,2018-11-08 00:17,사설·칼럼,이정재,"평화와 경제가 뜬금없이 드잡이질을 할 판이다. 자유한국당은 지난주 “경제가 평화다”며 8·15 경축사 때 문재인 대통령이 말한 “평화가 경제다”를 되치기했다. 한국당 관계자는 “경제보다 평화(북한)를 우선순위에 놓겠다는 대통령에 대한 반박의 의미”라고 했다. 대통령은 1일 국회 연설에서 다시 ‘평화가 경제’라고 강조했다. 평화든 경제든, 어느 한쪽 편을 들 생각은 없지만 한번 따져보자.           ‘평화가 경제’란 말은 백번 옳다. 한국의 지정학적 위치를 생각하면 더욱 그렇다. 북핵 리스크는 여전히 국가 신용등급에 큰 영향을 미친다. 무디스 같은 세계 3대 신용평가회사가 한국 경제 평가를 위해 방한하면 국가정보원 북한 담당자를 꼭 만나 설명을 듣는다는 사실은 이제 비밀도 아니다. 북한 리스크가 줄면 한국 경제의 리스크도 준다. 그렇다고 평화만으로 경제가 잘 굴러갈 수는 없다. 경제의 거울, 요즘 증권시장이 산증인이다.             지난달 한국 증시는 급락했다. 낙폭은 세계 최대였다. 우리보다 미·중 무역전쟁 영향을 크게 받는다는 대만보다 더 떨어졌다. 기업들 몸값은 유례없이 싸구려 취급을 받고 있다. 10월 말 현재 한국 증시의 주가 순수익비율(PER)은 8배, 주가순자산비율(PBR)은 0.9배로 터키·러시아와 비슷하다. 한국 증시, 한국 기업이 외환위기 직전인 터키 수준이라는 게 말이 되나. ‘평화가 경제’라면 있을 수 없는 일이다. 정부 말대로면 남북 관계며 평화의 기운이 이렇게 좋고 높았던 적이 없지 않은가.           정부의 답변은 한결같다. “펀더멘탈은 든든하다”다. 그러면서 외국인 자금 이탈엔 “이유를 알 수 없다”며 입을 다문다. 증권가의 시각은 다르다. 열이면 열, “투자 심리가 완전히 죽었다”고 말한다. A자산운용 사장은 “외국인은 말할 것도 없다. 우선 부자들이 떠난다. 사업체 팔고, 한국 주식 팔고, 부동산 사고, 미국 주식을 산다. 국민연금마저 국내 주식을 외면한다. 한국 기업, 한국 경제에 내일이 없다는 뜻이다”고 말했다.           주식시장은 미래를 사는 곳이다. 미래에 수익을 낼 만한 기업이 없다면 주식을 살 이유도 없다. 올해 현대·기아차의 영업이익은 한창 때의 10분의 1 토막이 났다. 혼자 버텨온 반도체 초호황도 끝물이다. 반도체를 뺀 30대 기업의 올 상반기 영업이익은 지난해보다 16.3% 줄었다. 내년엔 주 52시간제가 본격 시행되고, 최저임금은 10% 또 오른다. 기업엔 돈 나갈 일만 있다. 이런 나라, 이런 증시에서 돈을 안 빼면 그게 이상하다.           ‘북한 올인’이 평화를 보장하는 것도 아니다. 미국 재무부가 국내 은행들에 경고하고, 주한 미대사관은 5대 그룹에 대북사업 속도 조절을 주문했다. 그것도 한국 정부를 통하지 않고 직접 나섰다. 북한 서열 100위쯤 되는 이선권이 고작 냉면 한 그릇 먹여주면서 “냉면이 목구멍으로 넘어가느냐”며 한국 최고 기업인들을 겁박했다. 이쯤 되면 외국인 투자자도 안다. 북한으로 쏠리는 이 정부의 구심력이 한·미 동맹을 밀치는 원심력으로 작동하고 있다는 사실을.           증권시장에서 ‘북한이 먼저다’ ‘한국 경제를 북한 수준으로 망가뜨리는 게 목표냐’라며 원성이 나오는 걸 가벼이 듣지 말아야 한다. 이런 말도 안 되는 비난에 정부는 물론 억울할 것이다. 터무니없는 ‘가짜뉴스’에 화도 날 것이다. 하지만 한번 호흡을 다듬고 다시 생각해 보라. 왜 그런 말이 나오는지. 정부가 자초한 건 없는지. 거친 표현에 가렸지만, 증시의 바람은 하나다. 경제를 살려 달라, 말을 마차 앞에 놓아달라는 주문이다. 그게 그렇게 어려운가. “북한보다 경제”라고 한마디만 하면 될 일이다.             이정재 중앙일보 칼럼니스트"
"[사설] 미 민주당이 하원 장악한 날, 북·미 회담 연기 우려한다",2018-11-08 00:14,사설·칼럼,,"어제 미 국무부가 8일 뉴욕에서 열릴 예정이던 마이크 폼페이오 국무장관과 김영철 북한 노동당 부위원장의 회담 연기를 발표했다. 마침 이날은 중간선거 결과 야당인 민주당이 8년 만에 하원 탈환에 성공함으로써 미 의회의 권력이 공화당 상·하원 독식에서 ‘상원-공화, 하원-민주’의 분점 구도로 바뀐 날이다. 미 국무부가 “서로의 일정이 가능할 때 회담을 다시 잡을 것”이라고 했지만, 미국 정치 지형의 변화와 맞물려 북핵 협상 전도에 먹구름이 드리우는 것은 아닌지 우려된다.           이번 뉴욕 회담은 교착상태에 빠졌던 북·미 협상을 복원시킬 절호의 기회란 점에서 기대하는 바가 컸다. 내년 초로 미뤄진 북·미 정상회담의 전초전이기도 했다. 김정은 국무위원장은 남북 정상회담에서 ‘핵 리스트를 미국에 제출하라’는 문재인 대통령의 말에 ‘공격할 목표 리스트를 제출하라는 것이냐’고 불만을 표시했다고 한다. 핵 리스트 제출은 비핵화의 진정성을 확인할 핵심 조치다. 오히려 북한은 최근 부쩍 “핵·경제 병진노선으로 돌아갈 수 있다”며 제재 완화를 강하게 요구하고 있다. 여기에다 이번 뉴욕 회담을 연기하자고 한 것도 북한이라고 한다. ‘회담이 무산되거나 동력을 상실한 것은 아니다’는 외교부의 설명도 선뜻 납득하기 어렵다.           그동안 싱가포르 북·미 정상회담이 열리고, 지지부진하나마 대화의 동력을 유지해 온 것은 트럼프 대통령의 ‘독특한’ 대북 접근법으로 가능했다. 원칙적인 행정부 관료들의 의견도 뿌리쳤다. 이젠 상황이 달라졌다. 이번 중간선거에서 미국 민심은 ‘블루(민주당 색깔) 웨이브’에 올라탔고, 트럼프의 집권 2년을 심판했다.           미국은 우리와 달리 다수당이 모든 상임위원회와 소위원회 위원장을 독식한다. 하원의 모든 위원회를 장악한 민주당이 2020년 대선 탈환을 목표로 트럼프의 대중 무역전쟁과 이란 정책 등 모든 정책에 강하게 개입할 것으로 보인다. ‘대화로 북핵 해결’ ‘제재 유지’ 등 대북 정책 골격엔 이견이 없지만 그동안 ‘두루뭉수리’식으로 진행된 협상에 대해 현미경 검증을 들이댈 것이란 관측이다. 이란 핵협정보다 더 구체적이고 강화된 협상과 함께 테이블 아래로 내려둔 북한 인권 문제도 의제에 올릴 것을 요구할 가능성도 높다.           북핵 협상이 진전이 없을 경우, 트럼프가 더 이상 대북 협상에 열의를 보이지 않을 수도, 또는 미국의 실질 위협인 ICBM(대륙간탄도미사일)만 해결하고 한국의 안보는 뒤로 뺄 수도 있다는 가능성이 제기되는 것도 걱정스럽다. 우리로선 두 가지 다 용납하기 어려운 시나리오다. 미국의 보다 적극적인 자세, 북한의 실질적 비핵화 조치를 촉구하는 바다. 어쩌면 진짜 시험대에 선 것은 우리 정부다. 미국에 “핵 리스트 제출은 뒤로 미루자”는 제안까지 해가며 남북관계에 속도를 높이는 사이 한·미 간 균열은 만천하가 알 정도가 돼버렸다. 미국의 정치 판도가 변한 만큼 남북 관계에도 속도 조절이 필요하다. 지난 1년 반 거침없이 몰아쳤던 우리의 외교를 차분히 되돌아봐야 할 지점에 섰다."
[박보균의 퍼스펙티브] 임동원 나이지리아 보냈다…외교부 살렸던 노신영 배짱,2018-11-08 00:02,사설·칼럼,박보균,외교부는 침체돼 있다. 주변 환경은 내우외환(內憂外患)이다. 문재인 정권의 국정 중심은 남북관계다. 외교부가 머문 곳은 변방이다. 외교의 주도권도 청와대로 넘어간 지 오래다. 강경화 외교부 장관의 리더십 비전은 모호하다.
"靑 “北 송이버섯 선물, 방사능 검사한 것…아무 이상 없어”",2018-11-07 19:41,정치,박광수,"지난 9월 미상봉 이산가족에 제공된 2톤 분량의 송이버섯이 방사능 검사 등을 거치지 않고 배포됐다는 자유한국당 김승희 의원의 문제제기에 대해 청와대가 당시 유해검사를 마쳤고 아무 이상이 발견되지 않았다고 밝혔다.           7일 청와대는 보도자료를 통해 “지난 9월 문재인 대통령의 ‘2018 남북정상회담평양’ 방문시 북한으로부터 받은 송이버섯 선물은 식약처 검사대상은 아니었으나, 청와대가 자체 음식 재료를 구입할 때와 동일한 방사성 유해검사를 했다”고 전했다.           그러면서 “검사결과 송이버섯의 방사능 수치는 0.034μsv(마이크로시버트)로서 자연 상태의 일반적 수치에 해당한다”고 설명했다.           아울러 청와대는 “송이버섯을 인수했던 서울공항과 식물검역(농림축산검역본부)도 받았음을 알려드린다”라고도 덧붙였다.           앞서 국회 보건위원회 소속 한국당 김승희 의원은 식약처 자료를 인용해 “정부가 이산가족에 가는 송이버섯 2톤에 대해 검식 업무를 하지 않았다”며 “청와대로 들어가는 식재료에 대해서는 식약처에 의뢰해 잔류농약 검사, 방사능 검사 등을 실시하면서 일반 국민에 보내는 식재료는 나 몰라라 했다”고 주장했다.           박광수 기자 park.kwangsoo@joongang.co.kr"
안민석 “내년 방탄소년단 평양 공연 추진”,2018-11-07 18:25,정치,김은빈,안민석 더불어민주당 의원이 7일 자신이 위원장으로 있는 당내 남북문화체육협력특별위원회에서 방탄소년단의 내년 평양공연을 추진할 계획이라고 밝혔다.             안 의원은 이날 KBS 라디오 인터뷰에서 이같이 말한 뒤 실제 공연 가능성에 대해선 “모든 길을 만들어 가겠다. 남북이 협력만 하면 가능한 일”이라고 했다.           그는 “남북이 문화적 통일을 하면 이후 정치적 통일로 가는 계기가 만들어질 것”이라며 “제재가 풀리기 전까지 남북이 힘을 모아 문화체육예술관광 교류를 열심히 하는 것이 민족적인 과제라고 보고 있다”고 덧붙였다.            안 의원은 또 남북공동올림픽 개최 가능성과 관련해선 “성사될 수 있도록 노력하겠다”며 “지난주 남북이 국제올림픽위원회(IOC)에 공동올림픽 개최 의향서를 보냈다. 그 제안은 사실 북측에서 먼저 해온 것”이라고 말했다.           이어 “조만간 남북공동올림픽 유치위원회가 구성될 것 같다”며 “2032년 공동올림픽 개최 선정이 2021년에 되도록 하는 게 목표다. 개최 도시는 서울과 평양이 될 것으로 본다”고 했다.           김은빈 기자 kim.eunbin@joongang.co.kr
"11년만에 열린 南北 보건회담 ""결핵ㆍ말라리아 등 전염병 정보 교류""",2018-11-07 18:22,정치,이에스더,"남북이 전염병 유입ㆍ확산 방지를 위해 연내에 전염병 정보를 상호 교환하기로 7일 합의했다.                 남북은 이날 개성 남북공동연락사무소에서 보건회담을 개최하고 이러한 내용을 담은 남북보건분과회의 공동보도문을 채택했다.           이번 회담은 문재인 대통령과 김정은 북한 국무위원장이 지난 9월 19일 평양정상회담에서 보건ㆍ의료 분야에서의 협력을 강화키로 하면서 이뤄졌다. 이날 회담에서는 공동 대응이 절실한 방역 문제가 중점적으로 논의됐다.                 이날 보건회담에서는 남측 대표로 권덕철 보건복지부 차관과 권준욱 복지부 건강정책국장, 김병대 통일부 인도협력국장이 참석했고, 북측 대표로는 박 원장 외에 박동철 보건성 부국장, 박철진 조국평화통일위원회 참사가 만났다.           양측은 이날 오전 10시부터 회담을 시작해 전체회의 2회, 대표접촉 2회를 거쳐 공동보도문을 확정했다.             남북은 ‘보건의료협력이 남북 간 교류 확대에 대비해 남북 주민의 생명과 건강을 지키기 위한 전제조건’이라는데 공감대를 가지고, 결핵과 말라리아 등 전염병의 진단ㆍ예방치료를 위해 협력하기로 합의했다.                 이날 오후 남북이 발표한 공동보도문에 따르면, 양측은 먼저 전염병 유입과 확산 방지를 위해 쌍방 사이의 정보교환과 대응체계 구축문제들을 협의하고 기술협력 등 필요한 대책들을 세우기로 했다.                  대책 중 하나로 먼저 올해 안에 전염병 정보교환을 시범적으로 실시한다. 또 결핵과 말라리아를 비롯한 전염병들의 진단과 예방치료를 위해 서로 협력하고, 이에 따른 실무적 문제들은 문서교환 등을 통해 협의해 나가기로 했다.                 포괄적이며 중장기적인 방역ㆍ보건의료협력 사업도 앞으로 적극적으로 추진하기로 합의했다. 이와 함께 전염병 공동대응 및 보건의료협력사업의 효과적인 이행을 위한 문제는 남북공동연락사무소를 통해 정례적으로 협의하기로 했다. 남북이 보건 관련 회담을 여는 것은 ‘10ㆍ4선언’ 직후인 2007년 12월 남북보건의료ㆍ환경보호협력분과위원회 이후 11년 만이다.           이에스더 기자 etoile@joongang.co.kr"
"[전문] 남북, 올해 안에 전염병 정보교환 시범사업 실시",2018-11-07 17:46,정치,김은빈,"남북이 7일 전염병 유입 및 확산 방지를 위해 올해 안에 전염병 정보를 상호 교환하는 시범사업을 실시하기로 했다.           남북은 이날 개성 남북공동연락사무소에서 보건회담을 개최하고 이 같은 내용을 담은 남북보건분과회담 공동보도문을 채택했다.           공동보도문에 따르면 남북은 먼저 전염병 유입과 확산 방지를 위해 쌍방 사이의 정보교환과 대응체계 구축문제들을 협의하고 기술협력 등 필요한 대책들을 세워나가기로 했다.           대책 중 하나로 올해 안에 전염병 정보교환을 시범적으로 실시하기로 했다.           또 결핵과 말라리아를 비롯한 전염병들의 진단과 예방치료를 위해 서로 협력하며 이를 위해 제기되는 실무적 문제들은 문서교환 등을 통해 협의해 나가기로 했다.           포괄적이며 중장기적인 방역 및 보건의료협력 사업도 앞으로 적극적으로 추진하기로 합의했다.           아울러 전염병 공동대응 및 보건의료협력사업의 효과적인 이행을 위한 문제는 남북공동연락사무소를 통해 정례적으로 협의하기로 했다.           이번 회담은 지난 9월 남북 정상이 합의한 평양공동선언 이행을 위한 후속조치로, 남북은 이날 오전 10시부터 회담을 시작해 전체회의 2회, 대표접촉 2회를 거쳐 공동보도문을 확정했다. 남측에서 권덕철 보건복지부 차관과 권준욱 복지부 건강정책국장, 김병대 통일부 인도협력국장이 참석했고, 북측에선 박명수 북한 보건성 국가위생검열원장 외에 박동철 보건성 부국장, 박철진 조국평화통일위원회 참사가 나왔다.           남북이 보건 관련 회담을 하는 것은 ‘10·4선언’ 직후인 2007년 12월 남북보건의료·환경보호협력분과위원회 이후 11년 만이다.           김은빈 기자 kim.eunbin@joongang.co.kr"
"""文, 명견만리 강연 감명···새 북방경협위장 직접 추천""",2018-11-07 15:50,정치,위문희,"신임 권구훈 대통령직속 북방경제협력위원장은 문재인 대통령이 직접 추천해서 발탁한 인사라고 청와대가 7일 밝혔다.                  김의겸 청와대 대변인은 이날 권 위원장을 출입기자단에 소개하며 “대통령은 TV ‘명견만리’를 보시고 권 위원장님의 강연에 감명을 받아서 기억을 하고 있다가 이번에 북방경제협력위원장으로 인사수석실에 추천을 했고, 검증을 거쳐서 오늘 이 자리에 서게 됐다. (두 분이) 개인적인 인연이 있는 것은 아니다”라고 말했다.            권 위원장은 2015년 8월 방영된 이 TV 프로그램의 ‘왜 경제통일인가’ 1편에 미국계 투자은행(IB) 골드만삭스의 아시아 담당 선임 이코노미스트로 출연했다.            앞서 4일 문 대통령이 권 위원장을 북방경제협력위원장에 선임키로 했다는 보도가 나간 직후 여권과 관련 업계에서 대체로 ‘능력 있는 사람이 됐다’고 평가하면서도 인선 배경이 궁금하다는 반응이 많았다.            권 위원장은 전임 위원장인 송영길 더불어민주당 의원처럼 정치권이나 문 대통령 대선캠프에 몸담은 인사가 아니고 노무현 정부 청와대에서 공직을 맡았던 경험도 없다. 청와대 내부에서도 “우리 인재풀에서는 나올 수 없는 주류 인사”라는 말까지 나왔다. 문 대통령이 헤드헌터로서 직접 그를 발탁했던 셈이다. 여권 안팎에서도 청와대 내부에서 주축을 이루는 운동권 86그룹(80년대 학번, 60년대 생)에서 탈피해 글로벌 경험과 인맥을 갖춘 민간 인사를 발탁한 데 대한 기대감이 나오고 있다.                   문 대통령은 권 위원장이 북한을 비롯한 사회주의 경제와 관련해 국제기구와 글로벌 투자은행에서 이론과 실무를 두루 경험한 점을 높이 산 것으로 보인다. 권 위원장은 서울대 경제학과 81학번으로 입학해 1992년 미 하버드대학에서 경제학 박사학위를 받았다. 박사 학위 시절 은사인 제프리 삭스 미 컬럼비아대 교수와 러시아의 시장 경제 도입 과정에 참여해 현장을 지켜봤다.            1993년 국제통화기금(IMF)에 들어가 우크라이나와 러시아 사무소 상주대표를 지냈고 2007년 골드만 삭스 서울지점 한국 담당 이코노미스트로 옮겨 현재는 홍콩에서 아시아담당 선임 이코노미스트로 근무 중이다.                   7일 청와대에서 문 대통령으로부터 위촉장을 수여받은 권 위원장은 “이제는 그동안 구축되어 온 북방 정책 추진체계와 국제협력 네트워크를 충분히 활용하여 보다 구체적이고 실질적인 성과를 거두어야 하는 내실화 단계로 들어가고 있다고 생각한다”며 “저의 IMF와 골드만삭스에서의 경험이 북방 정책의 내실화에 충분히 녹아들어갈 수 있도록 노력하겠다”고 말했다.             권 위원장은 “한반도 평화를 바탕으로 한 새로운 경제지도, 새로운 공간과 기회의 확장이라는 비전의 실현에 기여할 수 있도록 북방경제협력위원회의 본래 목표인 대통령에 대한 자문 기능을 보다 충실하게 수행할 수 있는 방안에 대해 고민하겠다”고 말했다.            한편 권 위원장이 현역 미국계 회사의 이코노미스트로 근무하면서 공직을 맡는것이 적절하느냐는 지적이 나오는 것과 관련해 북방경제협력위원회 관계자는 이날 “만약 남북 관계가 좋아져서 북방경제협력위원회 업무가 바빠지고 이해상충 문제를 제기할 정도가 되면 (본인도 겸직 문제에 대해) 결정을 해야 될 것”이라고 말했다.            권 위원장 인선에 앞서 올해 9월 연임이 결정된 대통령직속 4차산업혁명위원회의 장병규 위원장 발탁도 당시엔 파격으로 받아들여졌다. 20대에 게임업체를 창업해 한때 보유 주식 가치가 1조원 대에 이를 정도였던 장 위원장은 IT 업계에서는 벤처 신화로 불린다. 장 위원장은 청와대가 초대 중소벤처기업부 장관으로 영입하려던 1순위 인사이기도 했다.            다만 권구훈 위원장이나 장병규 위원장과 같이 민간에서 파격 발탁된 인사가 공직 사회를 장악하려면 상당한 시간이 필요할 것이란 지적도 나온다.     위문희 기자 moonbright@joongang.co.kr"
