제목,날짜,분류,기자,본문
"태영호 “리선권 ‘냉면 목구멍’, 좋은 의도로 웃자고 한 말… 이 정도서 정리”",2018-11-08 11:29,정치,최정아,"2016년 탈북한 태영호 전 영국 주재 북한 공사(56)는 7일 리선권 북한 조국평화통일위원장의 ‘냉면 발언’ 논란에 대해 “이번 사건을 놓고 북한으로부터 공식 사죄를 받아내거나 리선권의 인사조치를 요구하는 것은 지나치다”고 밝혔다.태 전 공사는 이날 개인 블로그 ‘태영호의 남북행동포럼’에 올린 ‘리선권 국수 목구멍 발언, 민족화해 입장에서 바라보자’는 제목의 글의 글을 통해 이 같이 밝혔다. 태 전 공사는 “사실 리선권의 냉면발언을 처음 들었을 때 과연 사실인가, 사실이라면 좌시하면 안 된다고 생각했다. 리선권이 남측 대기업 총수들 앞에서 그런 발언을 했다면 전후 맥락에 관계없이 좀 오만무례한 감이 있는 것이 사실이기 때문”이라면서도 “그러나 북한에서 ‘밥이 목구멍으로 넘어가는가’라는 발언은 부모가 자식들에게, 상급이 하급에게 늘 하는 말이다. 이런 말을 듣고 불쾌해하거나 기분 나빠하는 사람은 별로 없다”고 말했다. 이어 “리선권이 우리 대기업 총수들과 국수를 함께 먹으러 왔다는 상황을 고려할 때 사전에 계획된 ‘의도적인 도발’은 아니라고 본다”면서 “북한도 간부들에게 주민들 앞에서 항상 언어 예절을 잘 지킬 것을 요구하고 있으며 리선권도 좋은 의도에서 웃자고 한 말일 수 있다”고 평가했다. 그는 “제가 일했던 북한외무성에서도 2000년대 초까지 김정일에게 보고하는 문건에 미국은 ‘미국놈들’, 중국과 러시아에 대해서는 ‘중국것들, 러시아것’들이라고 표현했다. 그래야 당에 대한 충실성도 높고 자주적대도 있는 것처럼 보였기 때문”이라며 “나중에 김정일이 강석주 1부상에게 일반 주민들은 그렇다 치고 점잖게 행동해야 할 외교관들까지 그런 야비한 표현을 쓰면 앞으로 외교활동 시 실수할 수 있다고 경고해 그 다음부터 ‘미국놈, 중국것, 러시아것’이라는 표현들이 없어졌다”고 소개하기도 했다. 태 전 공사는 “도발 의도가 없는 우발적인 문제들까지 사사건건 공식 사죄나 인사 조치를 요구한다면 잘못을 범한 사람을 대중 앞에서 비판하고 처벌하는 북한 노동당식, 중국 공산당 홍위병식”이라면서 “한반도의 통일은 북한 사람들의 인식 변화부터 시작되며 그러자면 북한의 잘못을 깨우쳐주는 것부터 시작해야 한다”고 강조했다.그는 “리선권의 냉면 막말이 논란이 된 것을 김정은도 다 알 것”이라면서 “리선권 본인도 자극을 받았을 것이며 앞으로 남북회담에서 주의할 것”이라고 말했다. 그러면서 “리선권의 냉면막말 논란, 이제는 남북화해의 견지에서 이 정도 수준에서 정리하고 비핵화와 한반도 평화통일로 한 걸음 더 나아가는 것이 합리적”이라고 덧붙였다. 최정아 동아닷컴 기자 cja0917@donga.com    이어 “만일 우리가 북한으로부터 공식 사죄를 받아내야 할 사항이 있다면 마땅히 문 대통령의 평양 비행장 도착시 행사장에 인공기만 높이 뛰여 놓은 문제, 평양정상회담 기념사진 촬영시 한반도 지도 위에 북한 노동당 마크가 있는 배경을 이용한 것부터 문제시 해야 할 것”이라고 했다.      "
[우아한 청년 발언대] 정권 따라 남북관계에 휘둘리는 북한학과 운명,2018-11-08 09:50,정치,,"《고려대 대학신문인 고대신문은 5일 발행된 창간 71주년 기념호에서 북한과 남북관계 특집기획을 실었다. 6일 소개한 학생 좌담회에 이어 두 번째로 정권에 따라 부침이 심한 한국 대학 학부과정의 북한학과에 대한 기획기사를 전한다. 국어교육학과 16학번 송채현 기자의 글이다.》   지난달 평양에서 열린 제3차 남북정상회담 이후 남북이 화해 무드에 들어서며 북한에 대한 국민들의 관심이 집중되고 있다. 하지만 북한관련 학과들의 대학 내 입지가 좁아, 북한 연구 전문인력 양성은 안정적으로 이뤄지지 못하는 형국이다. 남북관계 변화에 영향을 받는 북한학과의 특성상 2000년대 후반에 경색된 남북관계로 인원 축소 및 폐과 조치를 면할 수 없었기 때문이다.  1990년대 초반 탈냉전 기류와 함께 남북 관계가 개선됨에 따라 통일을 대비하기 위한 북한연구 전문인력이 필요하다는 사회적 요구가 대두됐다. 이에 1994년 동국대를 시작으로 명지대, 관동대, 본교 세종캠 등 총 6개 학교에 북한학과가 설치됐다. 하지만 2010년 이후 남북관계가 단절되자 북한학과 졸업생들의 진로가 위축됐다. 임재천(정책대 통일외교안보전공) 교수는 “남북교류가 활발할 때는 여러 기업이 대북사업에 투자하며 북한학과 출신을 선발하곤 했다”며 “그간 핵문제로 인해 남북관계가 악화되며 북한관련 전문가에 대한 기업의 수요가 줄어서 북한학과 출신자들이 전공을 살리기 어려웠다”고 말했다. 사회수요가 줄면서 각 대학은 북한학과의 구조조정을 강행했다. 당시 관동대와 조선대의 북한학과는 폐지됐으며, 명지대와 선문대는 북한학과를 각각 정치외교학과와 글로벌한국학과로 통합시켰다. 현재 북한학의 명맥을 유일하게 유지하고 있는 동국대 북한학과는 해마다 인원감축이 이뤄져, 2019년 북한학과 신입생으로 총 17명만을 선발할 예정이다. 본교 세종캠도 2015년 대학구조개혁평가 이후 북한학과를 사회학과와 통합해 통일외교안보전공으로 개편했다. 남성욱(정책대 통일외교안보전공) 교수는 “본래 40명으로 시작했던 북한학과를 공공사회통일외교학부로 통합하다보니 우수 학생 유입이 어렵고, 전공자 수가 줄었다”고 말했다.최근 북한학과는 문재인 정부의 대북 유화정책에 힘입어 간만의 훈풍을 맞고 있다. 2019학년도 수시모집 전형에서의 국내 북한관련 학과 인기 상승이 이를 방증한다. 본교 세종캠 통일외교안보전공은 2019년 수시전형 모집에서 17명 정원에 192명이 지원해 11.3:1의 경쟁률을 보였다. 8.9:1이었던 작년보다 소폭 상승한 수치다. 지난해 6.5:1의 경쟁률을 보였던 동국대 북한학과도 올해는 12명 모집에 141명이 지원해 11.7:1의 높은 경쟁률을 보였다. 고유환(동국대 북한학과) 교수는 “남북관계가 획기적으로 개선될 것으로 기대하는 분위기를 반영하여 석·박사 과정 지원자도 크게 늘었다”고 전했다.     정부의 대북정책은 북한학과의 인기뿐만 아니라 북한 전문가들의 연구 환경에도 영향을 미쳐왔다. 남북관계가 개선돼 경제협력이 이뤄지면 정부의 관련 연구 과제가 다수 도출돼 학계의 연구가 활성화되는 반면, 남북관계가 경직되면 연구지원마저 줄었다. 고유환(동국대 북한학과) 교수는 “보수정부 시기에는 북한 붕괴론이 득세하다보니 연구 수요가 낮아지면서 자연히 지원도 축소됐다”며 “남북관계가 발전된 올해에는 동국대 북한학연구소가 한국연구재단 중점연구소로 지정돼 재정지원을 받으며 연구 환경이 개선됐다”고 말했다. 연구현장에서는 대북정책에 따라 지원이 오락가락해서는 안 된다는 지적이 나온다. 학술적인 성과를 내려면 꾸준한 정부 지원이 필요하다는 점에서다. 남성욱 교수는 “북한학과는 유독 취업문제와 연관시켜 그 정원을 줄이거나 통폐합하는 경우가 많다”며 “북한과 사회주의 체제에 대한 연구는 특정 시기에 한정해선 안 된다”고 말했다. 향후 남북관계 개선과 남북교류 확대가 예상되며 학계에서는 중장기적인 북한 전문가 양성을 강조하고 있다. 유호열(정책대 통일외교안보전공) 교수는 “실질적인 남북교류가 이뤄질 시 관련 전문가에 대한 수요가 확대될 것”이라며 “남북교류의 준비과정에서 북한학과 출신 전문가들이 큰 역할을 할 수 있도록 북한 연구를 활성화해야 한다”고 밝혔다. 국립대를 중심으로 정부가 더 적극적으로 나서야한다는 목소리도 나온다. 임재천 교수는 “현실적으로 사립대는 취업문제에 민감할 수밖에 없다보니 안정적인 전문가 육성이 어려울 것”이라며 “국립대에서도 북한관련 전문가를 양성할 수 있는 학과가 필요하다”고 말했다. 글 송채현          "
野 임종석 공격=임종석 키워주기? 김성태 “그래서 크면 크는 것”,2018-11-08 08:44,정치,김소정,"김성태 자유한국당 원내대표는 야당의 임종석 청와대비서실장 공격이 사실상 '임종석 띄워주기'가 아니냐는 이야기에 ""체급을 그렇게 해서 크면 크는 것""이라고 말했다. 김 원내대표는 8일 YTN라디오 '김호성의 출발새아침'에서 ""크는 사람을 어떻게 잡을 수도 없는 거 아니냐""라며 이같이 말했다. 이어 ""이제 자신이 살려고 그러면 이제 속도를 줄여야 한다""라며 ""그 역할을 임 실장이 정확하게 판단해야 한다. 그렇기 때문에 저희들이 임 실장을 문재인 정권의 실질적 2인자라고 이렇게 지칭하는 문제가 아무런 문제가 없는 거다""라고 덧붙였다. 5·18 민주화운동에 북한군이 개입했다고 주장해 온 지만원 씨가 전날 자신이 5·18 진상조사위원으로 추천됐다가 김 원내대표 때문에 배제됐다며 김 원내대표 지역구 사무실에서 집회를 열고 지도부 교체를 요구한 것에 대해선 ""국민들 상식에 맞는, 국민들이 납득할 수 있는 그런 주장을 가지고 5·18의 아픔과 교훈을 가지고 대한민국이 더 민주주의가 발전되고 또 인권이 더욱더 존중되는 그런 사회로 가기 위한 한국당의 판단으로 그 위원 추천으로 이어져야지, 그런 식으로 주장하고 저를 압박한다고 제가 거기에 흔들리면 정치를 왜 했겠냐""라며 말했다.이어 ""저는 정말 시민사회운동도 아니고 도대체 어떤 성격으로 그런 집회를 가지는지, 집회도 그분들의 자유지만 그런 목소리는 되레 한국당이 더 합리적이고 또 보수당으로서 국민들로부터 신뢰를 확보하는데 가장 큰 장애요인이 될 수밖에 없다고 보인다""라고 비판했다. 김소정 동아닷컴 기자 toystory@donga.com   김 원내대표는 현 남북관계에 대해 우리 정부가 과속하고 있다며 ""우려됐던 우리 정부의 대북정책에도 분명히 속도조절을 이뤄내야 하는데 그 속도조절의 중심은 저는 임종석 실장이라고 본다""라고 했다.그러면서 ""임 실장이 기존 남북관계에 상당히 급진적인 어떤 속도를 내서 사실상 사고 일보직전에 처해있지 않냐. 과속운전은 언젠가는 사고가 나는데 이 사고는 이미 예견된 사고로까지 우려될 정도로 과속한 것""이라고 지적했다.     "
"[美중간선거 결과]하태경 “영 김, 北인권에 관심 커…제 활동 많이 도와줬다”",2018-11-08 08:35,국제,최정아,"바른미래당 하태경 의원은 8일 미국 중간선거에서 당선이 확실시되는 캘리포니아 제39선거구의 공화당 후보 영 김(한국명 김영옥·56)에 대해 “북한 인권에 관심이 큰 사람”이라면서 축하 인사를 건넸다. 하 의원은 이날 자신의 페이스북을 통해 “영 김은 제가 2004년 국회 들어오기 전 북한인권운동 할 때 워싱턴에서 인사를 나눈 적이 있다. 한국말도 한국인처럼 잘 한다. 영 김은 그때도 북 인권에 관심이 커서 저의 북 인권 활동도 많이 도와줬다”고 말했다. 그는 이어 “(영 김이)소감으로 북인권 문제 이슈화를 언급해 반가웠다”면서 “저도 영 김과 힘을 합쳐 남북 관계, 북미 관계 개선 시 북인권 문제가 반드시 어젠더가 될 수 있도록 하겠다. 인권없는 평화는 진정한 평화가 아니다”라고 덧붙였다. 한인 1.5세인 공화당 영 김은 6일(현지시간) 치러진 미국 중간선거에서 연방 하원의원 당선이 확정적이다. 영 김의 당선이 확정되면 1998년 김창준(제이 김) 전 연방하원의원 퇴임 이후 20년 만에 한인 출신 연방 하원의원이 탄생한다. 영 김은 “당선되면 한국과 미국 사이의 다리 역할을 하기 위해 최대한 노력할 것”이라며 “한미관계를 비롯해 자유무역협정, 위안부 문제, 북미이산가족 상봉 문제, 이민자 문제 등 한미간과 한인 사회의 현안을 해결하기 위해 힘쓰겠다”고 약속했다.인천 출신인 영 김은 고등학교 때 미국으로 건너가 서던캘리포니아대(USC) 경영학과를 졸업하고 의류 사업을 하다가 정치에 입문했다. 남편의 권유로 에드 로이스 연방하원의원 보좌관으로 정치에 입문했다. 최정아 동아닷컴 기자 cja0917@donga.com       "
박주민 “황교안? 홍준표? 민주당에선 신경 안 써…익숙한 분들”,2018-11-08 08:18,정치,김소정,"박주민 더불어민주당 최고위원은 황교안 전 국무총리가 범보수 차기 대선주자로 높은 지지율을 받고 있는 것에 대해 ""저희(민주당)는 특별히 어떤 분이 뜬다, 안 뜬다 신경 쓰지 않는다""라고 말했다. 박 최고위원은 7일 방송된 CBS라디오 '시사자키 정관용입니다'에 출연해 ""(민주당에서) 실제 논의하고 있지 않지만 황교안 전 총리도 괜찮고 홍준표 전 한국당 대표도 괜찮다. 현재로서는 저희가 누구든 해 볼 만하다""라고 이같이 말했다. '민주당에서 보수의 새로운 인물을 경계해야 되는 거 아니냐'라는 질문에 ""새로운 정책들을 갖고 나타난다면 좀 더 다른 대응을 해야 되겠지만 지금 거론되는 황 전 총리, 홍 전 대표 이런 분들은 가지고 오셨던 얘기들과 담론들이 있지 않냐. 저희들이 익숙하다""라고 했다. 최근 'DMZ' 방문 등으로 야당의 공세를 받고 있는 임종석 청와대비서실장에 대해선 ""당내에서도 (야당이) 왜 임 실장을 공격하는지 의아해하고 있다. 만약에 진짜 야당이 문제 삼는 것처럼 (임 실장이) 자기 정치를 한다든지 또는 부여되지 않은 역할을 가지고 있는 권력을 이용해서 뭔가 이렇게 한다든지 하면 문제가 될 텐데 문재인 대통령께서 계속 특별한 임무를 부여해 주고 있는 거다""라고 말했다.이어 ""UAE 특사도 그렇고 남북 공동선언 이행실무 관련해서 책임을 맡으라고 한 것도 그렇고, DMZ 관련된 방문도 공식적인 회의에서 결정된 일정이었다는 거고 그래서 위원들이 같이 간 거다. 그래서 약간 자기정치를 한다는 평가가 과연 맞느냐라는 생각이 든다""라고 야당의 비판을 지적했다. '임 실장을 대권주자로 키우려는 거 아니냐'라는 질문엔 ""당내에서 들어본 적 없다. 만약에 임 실장이 자기정치를 한다든지 또 그런 식으로 뭔가 움직였다면 소리가 날 거다""라고 했다. 이어 ""지금 국민들이 생각하는 차기 대권주자 1순위는 이낙연 총리다. 저희 입장에서는 이 총리에 대해 공격하는 게 맞을 거 같은데. 그래서 (야당의 임 실장 비판은) 임 실장을 겨냥한 게 아니라 대통령을 겨냥한 비판이라고 보고 있다""라고 예상했다. 김소정 동아닷컴 기자 toystory@donga.com      "
박주민 “황교안? 홍준표? 민주당에선 신경 안 써…익숙한 분들”,2018-11-08 08:18,정치,김소정,"박주민 더불어민주당 최고위원은 황교안 전 국무총리가 범보수 차기 대선주자로 높은 지지율을 받고 있는 것에 대해 ""저희(민주당)는 특별히 어떤 분이 뜬다, 안 뜬다 신경 쓰지 않는다""라고 말했다. 박 최고위원은 7일 방송된 CBS라디오 '시사자키 정관용입니다'에 출연해 ""(민주당에서) 실제 논의하고 있지 않지만 황교안 전 총리도 괜찮고 홍준표 전 한국당 대표도 괜찮다. 현재로서는 저희가 누구든 해 볼 만하다""라고 이같이 말했다. '민주당에서 보수의 새로운 인물을 경계해야 되는 거 아니냐'라는 질문에 ""새로운 정책들을 갖고 나타난다면 좀 더 다른 대응을 해야 되겠지만 지금 거론되는 황 전 총리, 홍 전 대표 이런 분들은 가지고 오셨던 얘기들과 담론들이 있지 않냐. 저희들이 익숙하다""라고 했다. 최근 'DMZ' 방문 등으로 야당의 공세를 받고 있는 임종석 청와대비서실장에 대해선 ""당내에서도 (야당이) 왜 임 실장을 공격하는지 의아해하고 있다. 만약에 진짜 야당이 문제 삼는 것처럼 (임 실장이) 자기 정치를 한다든지 또는 부여되지 않은 역할을 가지고 있는 권력을 이용해서 뭔가 이렇게 한다든지 하면 문제가 될 텐데 문재인 대통령께서 계속 특별한 임무를 부여해 주고 있는 거다""라고 말했다.이어 ""UAE 특사도 그렇고 남북 공동선언 이행실무 관련해서 책임을 맡으라고 한 것도 그렇고, DMZ 관련된 방문도 공식적인 회의에서 결정된 일정이었다는 거고 그래서 위원들이 같이 간 거다. 그래서 약간 자기정치를 한다는 평가가 과연 맞느냐라는 생각이 든다""라고 야당의 비판을 지적했다. '임 실장을 대권주자로 키우려는 거 아니냐'라는 질문엔 ""당내에서 들어본 적 없다. 만약에 임 실장이 자기정치를 한다든지 또 그런 식으로 뭔가 움직였다면 소리가 날 거다""라고 했다. 이어 ""지금 국민들이 생각하는 차기 대권주자 1순위는 이낙연 총리다. 저희 입장에서는 이 총리에 대해 공격하는 게 맞을 거 같은데. 그래서 (야당의 임 실장 비판은) 임 실장을 겨냥한 게 아니라 대통령을 겨냥한 비판이라고 보고 있다""라고 예상했다. 김소정 동아닷컴 기자 toystory@donga.com      "
"北 통신, 보건의료 분과회담 보도 “공동보도문 채택”",2018-11-08 08:01,정치,,북한 관영 조선중앙통신은 지난 7일 개성 남북 공동연락사무소에서 열린 남북 보건의료 분과회담 관련 소식을 하루가 지난 8일 보도했다.통신은 “역사적인 ‘9월 평양공동선언’ 이행을 위한 북남 고위급 회담 합의에 따라 보건의료 분과회담이 북남 공동 연락사무소에서 진행됐다”라며 “쌍방은 전염성 질병의 류입과 확산을 막기 위한 방역 및 보건의료 협력을 추진해나가는데서 제기되는 대책적 문제들을 협의하고 공동보도문을 채택했다”라고 전했다.통신은 다만 공동보도문의 구체적인 내용은 언급하지 않았다.앞서 남북은 전날 열린 회담에서 내년 중 감염병 유입과 확산 방지를 위해 상호 정보를 교환하는 시범사업을 진행하기로 합의했다.또 연락사무소를 통해 정례적으로 만나 감염병 공동대응과 보건의료 협력 방안을 협의키로 했다. 이를 통해 향후 중장기적 남북 보건의료 협력 방안을 논의키로 했다.    남북이 보건의료 분과회담을 연 것은 2007년 12월 남북 보건의료·환경보호협력 분과위원회 이후 11년 만이다.(서울=뉴스1)    
[연예뉴스 HOT5] 안민석 “내년 방탄소년단 평양 공연 추진”,2018-11-08 06:57,연예,스포츠동아,국회 문화체육관광위원회 안민석 위원장(더불어민주당)이 그룹 방탄소년단의 내년 평양 공연을 추진하겠다고 밝혀 실현 여부에 관심이 모아진다.안 위원장은 7일 KBS1 라디오 ‘정준희의 최강시사’에 출연해 “남북 문화체육협력특위에서 내년쯤 방탄소년단의 평양 공연을 추진하려 한다”고 말했다.그 가능성에 대해 안 위원장은 “모든 길을 만들어 가야 한다. 이런 문화예술체육관광 교류는 관계국의 눈치를 보지 않고 우리 남북이 민족 간에 협력만 하면 가능한 일”이라며 “제재가 풀리기까지 남북이 힘을 모아 문화체육예술관광 교류를 해야 하는 것이 민족적인 과제”라고 강조했다.[스포츠동아 엔터테인먼트부]        
‘성공한 딸’ 김한별의 소원 “엄마와 백두산 가고 싶어요”,2018-11-08 05:30,스포츠,정지욱,"지금은 화합과 통합의 시대다. 국제결혼을 통해 이뤄진 다문화가족은 어엿한 우리 사회의 일부이자 함께 할 구성원이다. 이는 스포츠도 예외는 아니다. 종목을 불문하고 다문화 가족 출신 선수를 흔히 찾아볼 수 있다. 스포츠동아는 국민체육진흥공단이 발행하는 체육진흥투표권 스포츠토토 수탁사업자 케이토토와 함께 다문화가족 출신으로 스포츠를 통해 자신의 꿈을 실현해 나가는 선수들과 이들을 지원하는 여러 체육인들을 소개하고자 한다. 이 사회의 한 축을 이루고 있는 다문화가족 어린이와 청소년, 부모들의 꿈과 용기를 응원하고자 기획 시리즈를 마련했다.다문화가족이 꾸준히 증가하고 있다. 우리나라 신생아 20명 중 1명은 다문화가정에서 태어나고 있으며 다문화가족 수도 100만명에 이른다. 이제 더불어 사는 우리 사회에서 흔하게 볼 수 있는 모습이다.스포츠 분야도 마찬가지다. 다문화가정에서 태어난 선수들이 무대를 주름잡는 시대다. 특히 농구는 일찌감치 혼혈 선수들의 유입을 받아들였다. 여자프로농구 삼성생명의 김한별(32)은 대표적인 다문화가족 선수다.김한별은 한국인 어머니와 흑인 아버지 사이에서 태어났다. 여동생(김한빛)도 있다. 7살 때 부모의 이혼으로 어머니의 손에서 자랐다. 3년 뒤 김성자 씨가 토니 패스워터(64) 씨와 재혼하면서 현재에 이르고 있다. 김한별의 친 아버지는 2011년 세상을 떠났다.김성자 씨는 “피닉스에서 살다가 (김)한별이가 7살 때 인디애나로 이사를 갔다. 엄마가 아시안이니까 학교에서 ‘차이니즈’라며 놀림을 당했다고 나중에 커서 말해주더라. 그 당시에는 그런 말을 전혀 안했다”고 돌아봤다. “어릴 때부터 속이 깊고 점잖은 편이었다. 운동도 잘하고 공부도 늘 1등이었다”며 어린시절을 회상했다.김한별은 어렸을 때부터 운동신경이 남달랐다. 또래보다 체격도 크고 운동도 잘하는 편이었다. 김한별은 “같은 나이 대 애들 중에서는 내가 체격이 큰 편이었고 달리기도 제일 빨랐다. 그래서 애들이 날 건들지 못했다”며 “그 와중에도 엄마가 아시안이라고 놀리는 애들이 있기는 했는데, 내가 참는 것 말고는 할 수 없지 않나. 크게 신경 쓰지는 않았다”고 말했다.현재 부친은 친아버지는 아니었지만, 김한별을 누구보다 아꼈다. 특히 딸의 교육에 공을 들였다. 인디애나 지역에서 가장 좋은 사립 중·고등학교로 진학을 시킬 정도였다. 김성자 씨는 “남편이 나보다 딸을 더 아끼는 것 같다”며 웃었다.어머니는 딸을 운동선수로 키우고 싶지 않았다. 공부도 잘했기 때문에 의사가 되길 바랐다. 그러나 농구선수로의 재능이 워낙 뛰어났다. 농구 명문 인디애나 대학교에 진학해 프로농구 선수의 길로 접어들었다. 김한별은 “대학 다닐 때 하루는 에이전트를 통해 한국의 삼성생명에서 나에게 입단 제의를 했다는 이야기를 들었다. 너무 기분 좋았다”며 “쉬운 결정은 아니었지만, 엄마의 나라에서 가족들을 만나고 한국 생활을 경험하고 싶었다”고 말했다.김성자 씨는 “처음에는 나한테 ‘엄마, 딱 2년만 프로로 뛸게’라고 말하더라. 한별이가 농구를 너무 좋아해서 그러라고 했는데 그 때는 지금까지 뛰고 있게 될 줄은 꿈에도 몰랐다”며 웃었다.김한별은 지난해 국가대표가 돼 태극마트도 달았다. 말 그대로 ‘가문의 영광’이었다. 올해에는 2018 자카르타-팔렘방 아시안게임에 출전했고, 남북 통일농구대회에 출전하기 위해 북한 평양을 다녀오는 특별한 경험도 했다.김한별은 “솔직히 국가대표가 될 줄 몰랐다. 국적을 획득했지만, 앰버 해리스(28)의 귀화를 추진하기도 했고 첼시 리(27) 사건도 맞물려서 내게는 기회가 안 올 줄 알았다”고 말했다.특히 평양 방문은 가족들에게 자랑할만한 이야기였다. 김한별은 “엄마도 좋아했지만 삼촌, 이모들이 더 좋아하더라. ‘미국에서 자란 조카가 농구해서 국가대표가 되고 북한까지 다녀왔다’며 반겼다. 북한은 미국 켄터키 같은 분위기였다”고 돌아봤다. “평양에 미국 국무장관(마이크 폼페이오)이 방문을 해서 에어포스 원을 볼 수 있었다. 가까이서 본 건 처음이었는데 엄청나게 크더라”며 평양에서의 기억을 되새겼다.그녀는 “카메라가 와서 어쩔 수 없었다(웃음). 냉면을 잘 안 먹어봐서 옥류관 냉면이 맛이 어떤지 잘 몰랐다. 그런데 먹기 괜찮더라”라며 웃었다.여자농구대표팀은 이번 AG에서 남북 단일팀을 이뤄 나갔다. 이 역시 김한별에게는 잊을 수 없는 추억이었다. 북한 선수 중 로숙영은 ‘한별이 언니를 가방에 담아서 북한에 데려갔으면 좋겠다’는 농담을 할 정도로 유독 자신을 따랐다고 전했다.김성자 씨는 국가대표 이야기를 하는 딸의 모습을 보며 마냥 흐뭇해했다. “한별이가 자랑스럽다. 나는 근처에도 못 간 북한을 우리 딸이 다녀오고 북한 선수들과 생활도 하지 않았나”라며 딸을 바라봤다.이에 김한별은 “엄마 세대 분들은 언젠가 북한 방문 길이 열리면 가보고 싶다고들 하시더라. 통일이 되면 엄마랑 같이 백두산에 다녀오고 싶다”면서 모친의 손을 꼭 잡았다.용인｜정지욱 기자 stop@donga.com  김한별은 여자프로농구 무대에서 파워 넘치는 플레이를 즐기는 선수다. 신장은 178㎝로 크지 않은 편이지만, 힘과 투지는 누구에게도 지지 않는다. 이처럼 코트 위에서는 강한 위력을 발휘하는 그녀지만, 모친 김성자(63) 씨 앞에서는 애교 많고 사랑스러운 큰 딸의 모습뿐이다. 누구보다 끈끈한 애정으로 똘똘 뭉쳐 있는 김한별-김성자 모녀를 가을이 무르익은 용인 삼성트레이닝센터에서 만났다.       농구는 우연한 기회에 시작하게 됐다. 김한별은 “운동을 간 동생을 기다리다가 옆 체육관에서 농구하는 걸 구경하다가 흥미를 가지게 됐다”고 말했다. 어머니 김 씨는 “얘가 하루는 수영을 안 하고 체육관 가서 농구를 보겠다고 하더라. 그 후로는 자주 체육관을 갔다. 하루는 뒤따라가서 보니까 큰 남자들 사이에서 공을 튕기면서 놀고 있더라. 그 때 ‘아, 얘가 농구가 좋구나’하고 생각했다”고 설명했다.    에피소드도 있었다. 당시 방북단은 옥류관에서 평양냉면을 먹었는데, 이 때 카메라가 김한별을 향하자 이에 엄지손가락을 치켜세우기도 했다. 사실 김한별은 냉면을 잘 먹지 않는다.     "
[전합니다]한국실학학회 外,2018-11-08 03:00,사람속으로,,"(회장 하우봉)는 10일 서울 성북구 고려대 민족문화연구원에서 동계학술대회를 연다. 윤사순 고려대 명예교수가 ‘신실학의 의미와 구성 방향’을 주제로 기조발표를 한다. (회장 김재실)는 8, 9일 서울 강남구 도산기념관에서 ‘안창호 선생 탄신 140주년 기념행사’를 개최한다. 대표 양원태)은 장애인 당사자 단체들과 공동으로 8일 오전 10시 서울 영등포구 이룸센터에서 ‘2018 장애정책박람회’를 개최한다. (회장 김명자)(위원장 이현구)는 9일 오후 2시 서울 강남구 한국과학기술회관 소회의실2에서 남북과학기술 교류협력 포럼(주제 ‘한반도 공동번영을 위한 남북과학기술 협력’)을 개최한다. (회장 유한규 한양대 교수)는 8일 오후 1시 반 서울 강남구 건설회관 2층 중회의실에서 ‘2018 KTA 정책포럼’(주제 ‘지하안전특별법 시행에 따른 터널에서의 지하안전관리방안 모색’)을 연다. (회장 김영윤)과 농업·농촌의길2018조직위원회(위원장 이정환)는 14일 오전 9시 서울 서초구 엘타워 그레이스홀에서 심포지엄(주제 ‘격동하는 국내외 정세와 농업·농촌의 길’)을 개최한다.    "
강화 화도면 농업진흥구역 경제자유구역 지정 추진,2018-11-08 03:00,사회,차준호,"인천경제자유구역청은 강화군 화도면 농업진흥구역(907만5000m²)을 경제자유구역으로 지정하는 방안을 추진한다고 7일 밝혔다. 해외자본 유치를 통해 남북 협력이 가능한 첨단산업, 물류, 관광레저단지를 유치하기 위해서다.  이곳에 자본을 투입할 외국인투자기업인 ‘강화시티글로벌파트너스’는 영종∼강화를 잇는 14.6km(4차로)의 교량(총 공사비 6700억 원)을 건설해 인천경제청에 기부채납하는 조건을 제시했다. 또 위락시설을 조성할 수 있는 관광시설용지 114만1800m²를 개발하기로 했다. 나머지 토지에는 첨단산업단지와 물류, 관광레저시설을 조성해 사업비를 충당한다.  교량 건설을 국비 등으로 충당하려고 했지만 강화 남단 경제자유구역 사업이 자칫 더디게 진행될 수 있다는 우려가 나와 민간투자를 검토하고 있다. 강화시티글로벌파트너스는 총 사업비 2조4000억 원을 투자해 첨단산업단지와 연간 수백만 명의 관광객이 찾는 리조트를 만들 계획이다. 참성단과 고려궁지, 고고학 유적지, 청동기 유적지와 동막해수욕장을 연계한 관광레저단지를 개발하게 된다. 인천시는 서해평화시대에 맞춰 남북경협의 핵심 인프라인 영종∼강화 연도교 건설의 기본계획 용역 조사를 벌인다. 차준호 기자 run-juno@donga.com     "
