제목,날짜,분류,기자,본문
North Korea issues stamps of historic Korean figures [PHOTOS] ,2018-10-31 14:57,North Korea,,"By Jung Da-minNorth Korea recently issued a set of stamps showing four historic Korean figures, the state-run Korean Central News Agency (KCNA) reported on Saturday.The Korean Stamp Corporation released the four stamps. They feature Yang Man-chun, a general of Goguryeo (37 B.C.-A.D. 668); Nam I, a general of the Joseon Dynasty (1392-1910); Choi Mu-soen, inventor of gunpowder and gunpowder weapons of the late Goryeo (918-1392) and early Joseon dynasties; and Baek Seon-haeng, a patriotic business woman known for her philanthropy during the Japanese colonial era (1910-1945).The four figures are well known in South Korea but the two Koreas differ in explaining historical details such as years or places. The KCNA report stated that Goguryeo was founded in 277 B.C. and Choi Mu-seon was born in 1326 while South Korea states it as 1325. While it is known in the South that Baek was born in Suwon, Gyeonggi Province, and later moved to Pyongyang, North Korean media did not mention her birthplace.  By Jung Da-min  North Korea recently issued a set of stamps showing four historic Korean figures, the state-run Korean Central News Agency (KCNA) reported on Saturday.  The Korean Stamp Corporation released the four stamps. They feature Yang Man-chun, a general of Goguryeo (37 B.C.-A.D. 668); Nam I, a general of the Joseon Dynasty (1392-1910); Choi Mu-soen, inventor of gunpowder and gunpowder weapons of the late Goryeo (918-1392) and early Joseon dynasties; and Baek Seon-haeng, a patriotic business woman known for her philanthropy during the Japanese colonial era (1910-1945).  The four figures are well known in South Korea but the two Koreas differ in explaining historical details such as years or places. The KCNA report stated that Goguryeo was founded in 277 B.C. and Choi Mu-seon was born in 1326 while South Korea states it as 1325. While it is known in the South that Baek was born in Suwon, Gyeonggi Province, and later moved to Pyongyang, North Korean media did not mention her birthplace. "
Kim Jong-un promotes Samjiyon as hub for potato production [PHOTOS] ,2018-10-31 14:51,North Korea,,"By Jung Da-minNorth Korea's leader Kim Jong-un has visited the Samjiyon Potato Farina Production Factory for the second time this year, after a visit in July, the state-run Korean Central News Agency (KCNA) reported Tuesday. During his inspection of the factory, in Samjiyon County, Ryanggang Province, bordering China, Kim praised the county for ""reaping a high yield in potato farming despite unusually unfavorable climatic conditions this year,"" KCNA reported. North Korea has been promoting the policy of ""bringing about a revolution in potato farming"" set by former leader Kim Jong-il in 1998. Commemorating the 20th anniversary of the policy, North Korea's party mouthpiece Rodong Sinmun on Oct. 1 highlighted Kim Jong-il and Kim Jong-un's focus on the drive ""to settle the food issue of the people.""Meanwhile, Kim also inspected a construction site in Samjiyon County, calling for early completion of the work by Oct. 2020, which marks the 75th anniversary of the Workers' Party of Korea. It was Kim's third inspection this year, following visits in July and August.  By Jung Da-min  North Korea's leader Kim Jong-un has visited the Samjiyon Potato Farina Production Factory for the second time this year, after a visit in July, the state-run Korean Central News Agency (KCNA) reported Tuesday.  During his inspection of the factory, in Samjiyon County, Ryanggang Province, bordering China, Kim praised the county for ""reaping a high yield in potato farming despite unusually unfavorable climatic conditions this year,"" KCNA reported.  North Korea has been promoting the policy of ""bringing about a revolution in potato farming"" set by former leader Kim Jong-il in 1998. Commemorating the 20th anniversary of the policy, North Korea's party mouthpiece Rodong Sinmun on Oct. 1 highlighted Kim Jong-il and Kim Jong-un's focus on the drive ""to settle the food issue of the people.""  Meanwhile, Kim also inspected a construction site in Samjiyon County, calling for early completion of the work by Oct. 2020, which marks the 75th anniversary of the Workers' Party of Korea. It was Kim's third inspection this year, following visits in July and August.    "
North Korea preparing for inspectors' visit to nuclear test site: spy agency ,2018-10-31 14:43,North Korea,,"North Korea is apparently preparing for a possible visit by outside inspectors to verify the shutdown of its nuclear test site in the northeast, Seoul's spy agency said Wednesday during a parliamentary audit.After his fourth visit to North Korea in October, U.S. Secretary of State Mike Pompeo said that North Korean leader Kim Jong-un had promised to let foreign inspectors visit the Punggye-ri site as soon as logistics-related details are worked out.In May, the North demolished its nuclear test site before foreign journalists but without the presence of outside experts. The North has conducted all six of its nuclear tests there, including the latest in September 2017.At the closed-door audit session, the National Intelligence Service (NIS) briefed lawmakers that it is closely monitoring the North's movement.  North Korea is apparently preparing for a possible visit by outside inspectors to verify the shutdown of its nuclear test site in the northeast, Seoul's spy agency said Wednesday during a parliamentary audit.  After his fourth visit to North Korea in October, U.S. Secretary of State Mike Pompeo said that North Korean leader Kim Jong-un had promised to let foreign inspectors visit the Punggye-ri site as soon as logistics-related details are worked out.  In May, the North demolished its nuclear test site before foreign journalists but without the presence of outside experts. The North has conducted all six of its nuclear tests there, including the latest in September 2017.  At the closed-door audit session, the National Intelligence Service (NIS) briefed lawmakers that it is closely monitoring the North's movement.  ""Signs have been detected that North Korea is doing some preparations and intelligence-related activity over a possible visit by outside experts, as it shut down the nuclear test site and demolished some of the missile launching facilities at Dongchang-ri,"" the NIS was quoted as saying by Rep. Kim Min-ki of the ruling party.The North's leader agreed to permanently shut down its Dongchang-ri missile engine testing facility and missile launch pad under the participation of outside experts during his Pyongyang summit with President Moon Jae-in in September.The lawmaker said that the spy agency is closely monitoring North Korea's nuclear and missile facilities, including the Yongbyon nuclear complex, and no big changes have been detected.The NIS also said that North Korea has continued to engage in hacking attacks to steal information and money, breaking into email accounts and mining virtual currency to earn foreign currency. (Yonhap)  ""Signs have been detected that North Korea is doing some preparations and intelligence-related activity over a possible visit by outside experts, as it shut down the nuclear test site and demolished some of the missile launching facilities at Dongchang-ri,"" the NIS was quoted as saying by Rep. Kim Min-ki of the ruling party.  The North's leader agreed to permanently shut down its Dongchang-ri missile engine testing facility and missile launch pad under the participation of outside experts during his Pyongyang summit with President Moon Jae-in in September.  The lawmaker said that the spy agency is closely monitoring North Korea's nuclear and missile facilities, including the Yongbyon nuclear complex, and no big changes have been detected.  The NIS also said that North Korea has continued to engage in hacking attacks to steal information and money, breaking into email accounts and mining virtual currency to earn foreign currency. (Yonhap) "
"South Korea, US to launch working group on North Korea ",2018-10-31 14:24,North Korea,,"South Korea and the United States have agreed to launch a working group to improve coordination on their joint approach to North Korea, the U.S. State Department said Tuesday.The agreement was reached during a trip to Seoul this week by U.S. Special Representative for North Korea Stephen Biegun, according to the department's deputy spokesperson, Robert Palladino.The announcement comes amid a perceived rift in the allies' approach to North Korea. Seoul has been pushing cross-border projects with the North in a bid to spur the denuclearization of the regime, but Washington has appeared concerned about the possible undermining of sanctions on Pyongyang.The purpose of Biegun's visit to Seoul was to discuss diplomatic efforts to achieve the ""final, fully verified"" denuclearization of North Korea, Palladino said.""As part of that, the two governments agreed on establishing a new working group that would further strengthen our close coordination on our diplomacy, on our denuclearization efforts, on sanctions implementation and inter-Korean cooperation that comply with United Nations sanctions,"" the spokesperson said during a press briefing.""So this is an additional step that we're taking that Special Representative Biegun and his team will be leading,"" he added, declining to provide details on who will make up the two sides of the working group.In Seoul, presidential spokesman Kim Eui-kyeom said that the working group is aimed at conducting closer discussions between Seoul and Washington about denuclearization and the peace process on the Korean Peninsula.The U.S. proposed the working group's establishment as part of efforts to conduct discussions in a more systematic manner since Biegun took over as chief nuclear envoy, and the South agreed to the proposal, the spokesman said.Kim said, however, that details of the working group have yet to be determined.The two Koreas have held three summits this year with a focus on reducing tensions between the sides and laying the groundwork for denuclearization negotiations between Washington and Pyongyang.U.S. President Donald Trump and North Korean leader Kim Jong-un met in Singapore in June in the first-ever summit between the nations. They came away with an agreement to work toward ""complete"" denuclearization of the Korean Peninsula in exchange for security guarantees from the U.S., but progress on the deal has appeared slow.Trump and Kim are expected to hold a second summit early next year. (Yonhap)  South Korea and the United States have agreed to launch a working group to improve coordination on their joint approach to North Korea, the U.S. State Department said Tuesday.  The agreement was reached during a trip to Seoul this week by U.S. Special Representative for North Korea Stephen Biegun, according to the department's deputy spokesperson, Robert Palladino.  The announcement comes amid a perceived rift in the allies' approach to North Korea. Seoul has been pushing cross-border projects with the North in a bid to spur the denuclearization of the regime, but Washington has appeared concerned about the possible undermining of sanctions on Pyongyang.  The purpose of Biegun's visit to Seoul was to discuss diplomatic efforts to achieve the ""final, fully verified"" denuclearization of North Korea, Palladino said.  ""As part of that, the two governments agreed on establishing a new working group that would further strengthen our close coordination on our diplomacy, on our denuclearization efforts, on sanctions implementation and inter-Korean cooperation that comply with United Nations sanctions,"" the spokesperson said during a press briefing.  ""So this is an additional step that we're taking that Special Representative Biegun and his team will be leading,"" he added, declining to provide details on who will make up the two sides of the working group.  In Seoul, presidential spokesman Kim Eui-kyeom said that the working group is aimed at conducting closer discussions between Seoul and Washington about denuclearization and the peace process on the Korean Peninsula.  The U.S. proposed the working group's establishment as part of efforts to conduct discussions in a more systematic manner since Biegun took over as chief nuclear envoy, and the South agreed to the proposal, the spokesman said.  Kim said, however, that details of the working group have yet to be determined.  The two Koreas have held three summits this year with a focus on reducing tensions between the sides and laying the groundwork for denuclearization negotiations between Washington and Pyongyang.  U.S. President Donald Trump and North Korean leader Kim Jong-un met in Singapore in June in the first-ever summit between the nations. They came away with an agreement to work toward ""complete"" denuclearization of the Korean Peninsula in exchange for security guarantees from the U.S., but progress on the deal has appeared slow.  Trump and Kim are expected to hold a second summit early next year. (Yonhap) "
North Korean media steps up demand for Seoul to lift sanctions ,2018-10-31 11:02,North Korea,,"North Korea's propaganda outlets stepped up their demand Wednesday for South Korea to lift sanctions imposed on Pyongyang for its 2010 deadly torpedo attack against a South Korean warship, calling them an ""obstacle"" to advancing inter-Korean relations.""It is important to get rid of legal and institutional devices that stand in the way for improvement in inter-Korean relations,"" Uriminzokkiri, the North's external propaganda website, said. ""It is so when we talk about the May 24 steps.""It claimed that the sanctions were based on a ""fabrication aimed at escalating confrontations and a crisis of war by blocking exchanges and cooperation altogether.""The May 24 steps refer to the punitive measures announced by the conservative Lee Myung-bak government in May 2010 in the wake of the North's deadly torpedo attack on a warship that killed 46 sailors on board.Under the measures, almost all cross-border contacts and exchanges came to a halt but observers say the sanctions have been rendered invalid given that there are already multi-layered global sanctions and that Seoul has taken a ""flexible"" approach in enforcing them.South Korean Foreign Minister Kang Kyung-wha recently caused a stir by saying that the government is reviewing lifting the 2010 sanctions.She later walked the remarks back, however, when critics asked the government to demand an apology from the North first with regard to the attack. The North has denied any involvement in the incident.The U.S. weighed in on the controversy as well, with President Donald Trump saying that South Korea cannot lift sanctions on the North without Washington's approval.Tongil Sinbo, the North's external propaganda weekly, also called on South Korea to lift the May 24 sanctions, which hinder all inter-Korean contacts and exchanges.""It is very tragic to see such a legal and institutional device in place even today when the relations between the North and the South have entered into a new phase of development,"" it said. (Yonhap)  North Korea's propaganda outlets stepped up their demand Wednesday for South Korea to lift sanctions imposed on Pyongyang for its 2010 deadly torpedo attack against a South Korean warship, calling them an ""obstacle"" to advancing inter-Korean relations.  ""It is important to get rid of legal and institutional devices that stand in the way for improvement in inter-Korean relations,"" Uriminzokkiri, the North's external propaganda website, said. ""It is so when we talk about the May 24 steps.""  It claimed that the sanctions were based on a ""fabrication aimed at escalating confrontations and a crisis of war by blocking exchanges and cooperation altogether.""  The May 24 steps refer to the punitive measures announced by the conservative Lee Myung-bak government in May 2010 in the wake of the North's deadly torpedo attack on a warship that killed 46 sailors on board.  Under the measures, almost all cross-border contacts and exchanges came to a halt but observers say the sanctions have been rendered invalid given that there are already multi-layered global sanctions and that Seoul has taken a ""flexible"" approach in enforcing them.  South Korean Foreign Minister Kang Kyung-wha recently caused a stir by saying that the government is reviewing lifting the 2010 sanctions.  She later walked the remarks back, however, when critics asked the government to demand an apology from the North first with regard to the attack. The North has denied any involvement in the incident.  The U.S. weighed in on the controversy as well, with President Donald Trump saying that South Korea cannot lift sanctions on the North without Washington's approval.  Tongil Sinbo, the North's external propaganda weekly, also called on South Korea to lift the May 24 sanctions, which hinder all inter-Korean contacts and exchanges.  ""It is very tragic to see such a legal and institutional device in place even today when the relations between the North and the South have entered into a new phase of development,"" it said. (Yonhap) "
North Korean economist calls for expanding autonomy of enterprises,2018-10-29 17:15,North Korea,," By Jung Da-min  A Pyongyang economist on Monday called for changes in the regime's economic policies to expand the autonomy of enterprises and ensure the responsibility of workers.  North Korea's party mouthpiece Rodong Sinmun published the call in a column titled ""An important demand to carry on the new strategic route of the party"" by Ri Ki-song, a professor at North Korea's Academy of Social Sciences' Institute of Economy, who has promoted the North Korean economy in interviews with foreign media.  Ri emphasized the importance of the ""socialist system of responsibility management of enterprises,"" saying that national economic policies should focus more on improving the achievements of enterprises and workers by giving them more autonomy and responsibility.  ""It is important to take strong and practical measures so that the socialist enterprises, the basic units of production and management, can demonstrate their responsibility, initiative and creativity, with the socialist system of responsibility management of enterprises having effects,"" Ri wrote.  ""Economic and legal conditions should be guaranteed and improved in a reasonable way, so that enterprises, by utilizing the given authority of management, can improve their business management.""  Since North Korean leader Kim Jong-un took power, the country has been focusing on improving its economic management system as a key task in resolving economic problems.  ""The North Korean government is seeking various policy changes under the slogan of economic management improvement measures,"" said Lee Seog-ki, senior researcher at the Korea Institute for Industrial Economics and Trade (KIET)'s Center for Global Industry and Trade, in a report published in May.  According to the report, which deals with changes in North Korea's enterprise management system and the implications for inter-Korean economic cooperation, the country established and amended detailed regulations for the application of relevant economic laws in 2014 to enforce the socialist system of responsibility management of enterprises.  From the second half of 2014 to the first half of 2015, the country completed the legalization of the new economic management system by amending a series of laws on planning of people's economy, the country's finance and enterprises.  The new economic management system reflects North Korea's changed economic and market conditions to allow private investment and some private economic activities. The new system also strengthened the incentives for enterprises and workers while introducing more market functions. Lastly, it ensured autonomy and decision-making power of the enterprises while allowing their market activities.  ""In order to narrow the gap between the official corporate management system and the actual business operation methods and further to improve the performance of the statue-run enterprises by utilizing the market and enlarging the government finances, major revision of the planning system was needed,"" the report said.  Meanwhile, Ri also urged the country to strengthen its unique economic structure by implementing comprehensive and equal developments in industries including coal, thermal power, machinery, metal, chemical and light industry.  Ri also called for existing business sectors to be modernized while developing advanced technologies such as information technology, nanotechnology and biotechnology, while creating new high-tech industry sectors. "
"'North Korea eying Swiss, Singaporean-style success' ",2018-10-29 11:30,North Korea,,"PYONGYANG, North Korea ― North Korea is exploring a grand plan to become a regional transportation hub, inspired in part by the successes of Singapore and Switzerland, and would be open to joining world financial institutions such as the International Monetary Fund if current member states give up their ''hostile'' policies toward it, a senior government economist has told The Associated Press. Ri Ki Song, a senior researcher with the Economic Institute of the North's Academy of Social Sciences, said that although sanctions aimed at getting his country to abandon its nuclear and missile programs have increased over the past year, the country's economy has maintained steady growth _ with its GDP increasing from $24.998 billion in 2013 to $29.595 billion in 2016 and $30.704 billion in 2017. Some outside experts dispute the North's statistics. An estimate released in July by South Korea's central bank, for example, had the North's GDP decreasing 3.5 percent in 2017, which would be its biggest contraction since the famine years of the late 1990s. Ri, who spoke with The Associated Press in Pyongyang last week, said the growth reflected how sanctions have resulted in some parts of the economy becoming more efficient and self-reliant. The North has developed a kind of fertilizer that uses domestically produced coal instead of imported oil products, and made improvements in the method of producing steel, he said. He did not mention the flowering of capitalist-style markets, which are still officially somewhat frowned upon but which many observers suspect is a major factor if the economy is indeed growing. Ri expressed optimism about the current climate of detente on the Korean Peninsula and leader Kim Jong Un's summits this year with Chinese President Xi Jinping and President Donald Trump. ''We are seeing a lot of changes in the atmosphere surrounding our country,'' he said. He said that if sanctions were lifted and the political climate was to improve enough, the North could emulate countries like Switzerland and Singapore, ''which have few resources and little territory but have used their geographical location to their greatest advantage.''''We are situated in the center of East Asia, so our Korean Peninsula has a very advantageous geographical location,'' he said. ''In the future we will try to make cooperation with our neighboring countries to develop the transport industry. If we use our railways from the South through Siberia, many countries would prefer our rails to shipping by the seas.''That idea has been kicking around for years, if not decades. The North already has railroad links with Russia, China and South Korea, and South Korean President Moon Jae-in has publicly supported a plan to re-start cross-border rail operations as soon as possible. Even so, previous attempts to set the transportation hub scheme in motion have repeatedly fallen apart due to political friction or shortfalls in either investment or sustained interest.Before any of this could make much progress, Washington would have to ease up its ''maximum pressure'' of heavily sanctioning the North and punishing those who trade with it. While praising Kim's diplomatic initiatives, Trump has insisted that sanctions must stay in place until the North makes clear and concrete moves to denuclearize. Joining international financial institutions would open the door to badly needed development funds and economic expertise. South Korea's President Moon indicated recently that Kim has expressed an interest in joining the IMF or World Bank. But doing so would likely require structural reforms and a level of transparency that the North may not want to provide. When asked whether Pyongyang is ready to meet such requirements, Ri said only that the North currently makes its GDP statistics available and declined to comment further. He suggested instead that the ball is in the international institutions' court. ''Due to the sanctions and the moves of the hostile countries like the United States and Japan, our attempt to join the international organizations has not been realized so far,'' he added, noting that the North tried unsuccessfully to join the Asian Development Bank in the 1990s. ''If we can't even join the regional organization it will be much harder to join the international organization."" (AP)  PYONGYANG, North Korea ― North Korea is exploring a grand plan to become a regional transportation hub, inspired in part by the successes of Singapore and Switzerland, and would be open to joining world financial institutions such as the International Monetary Fund if current member states give up their ''hostile'' policies toward it, a senior government economist has told The Associated Press.  Ri Ki Song, a senior researcher with the Economic Institute of the North's Academy of Social Sciences, said that although sanctions aimed at getting his country to abandon its nuclear and missile programs have increased over the past year, the country's economy has maintained steady growth _ with its GDP increasing from $24.998 billion in 2013 to $29.595 billion in 2016 and $30.704 billion in 2017.  Some outside experts dispute the North's statistics. An estimate released in July by South Korea's central bank, for example, had the North's GDP decreasing 3.5 percent in 2017, which would be its biggest contraction since the famine years of the late 1990s.  Ri, who spoke with The Associated Press in Pyongyang last week, said the growth reflected how sanctions have resulted in some parts of the economy becoming more efficient and self-reliant.  The North has developed a kind of fertilizer that uses domestically produced coal instead of imported oil products, and made improvements in the method of producing steel, he said. He did not mention the flowering of capitalist-style markets, which are still officially somewhat frowned upon but which many observers suspect is a major factor if the economy is indeed growing.  Ri expressed optimism about the current climate of detente on the Korean Peninsula and leader Kim Jong Un's summits this year with Chinese President Xi Jinping and President Donald Trump.  ''We are seeing a lot of changes in the atmosphere surrounding our country,'' he said.  He said that if sanctions were lifted and the political climate was to improve enough, the North could emulate countries like Switzerland and Singapore, ''which have few resources and little territory but have used their geographical location to their greatest advantage.''  ''We are situated in the center of East Asia, so our Korean Peninsula has a very advantageous geographical location,'' he said. ''In the future we will try to make cooperation with our neighboring countries to develop the transport industry. If we use our railways from the South through Siberia, many countries would prefer our rails to shipping by the seas.''  That idea has been kicking around for years, if not decades. The North already has railroad links with Russia, China and South Korea, and South Korean President Moon Jae-in has publicly supported a plan to re-start cross-border rail operations as soon as possible. Even so, previous attempts to set the transportation hub scheme in motion have repeatedly fallen apart due to political friction or shortfalls in either investment or sustained interest.  Before any of this could make much progress, Washington would have to ease up its ''maximum pressure'' of heavily sanctioning the North and punishing those who trade with it. While praising Kim's diplomatic initiatives, Trump has insisted that sanctions must stay in place until the North makes clear and concrete moves to denuclearize.  Joining international financial institutions would open the door to badly needed development funds and economic expertise. South Korea's President Moon indicated recently that Kim has expressed an interest in joining the IMF or World Bank. But doing so would likely require structural reforms and a level of transparency that the North may not want to provide.  When asked whether Pyongyang is ready to meet such requirements, Ri said only that the North currently makes its GDP statistics available and declined to comment further. He suggested instead that the ball is in the international institutions' court.  ''Due to the sanctions and the moves of the hostile countries like the United States and Japan, our attempt to join the international organizations has not been realized so far,'' he added, noting that the North tried unsuccessfully to join the Asian Development Bank in the 1990s. ''If we can't even join the regional organization it will be much harder to join the international organization."" (AP) "
N. Korea official visits Moscow to possibly discuss summit ,2018-10-28 17:01,North Korea,,"By Yi Whan-woo By Yi Whan-woo North Korean Vice Foreign Minister Sin Hong-chol arrived in Moscow, Saturday, to meet Russian Deputy Foreign Minister Igor Morgulov this week, according to the Russian foreign ministry, Sunday. Sin's trip comes after several Russian diplomats hinted at North Korean leader Kim Jong-un's visit to Moscow in line with Russian President Vladimir Putin's invitation.And speculation is rampant that Sin, who handles Pyongyang-Moscow relations, may begin talks with Morgulov for the first summit between their leaders.Kim and Putin have not yet met.The Russian foreign ministry said Sin and Morgulov have met routinely to discuss bilateral issues. It did not give details on the agenda to be discussed this week.Sin also kept mum when asked whether he will prepare for Kim's Russia visit, after arriving at Sheremetyevo International Airport in Moscow, Saturday.""It's possible Sin and Morgulov will talk about Kim's travel to Russia in addition to other issues they have discussed routinely,"" a diplomatic source said.In May, Russian Foreign Minister Sergey Lavrov visited Pyongyang and delivered Putin's invitation to Kim to visit Russia.The North Korean leader, however, has not confirmed whether to accept the invitation.Valentina Matviyenko, speaker of the Federation Council of the Russian Federal Assembly, said Kim may travel to Moscow within this year, after meeting him in Pyongyang in September. Matviyenko was there as Putin's envoy for North Korea's celebration of the country's 70th founding anniversary.Some diplomatic sources also said Kim may go to Russia by the end of this year. They pointed out the United States is likely to delay its next summit between Kim and U.S. President Donald Trump to early next year from December.Morgulov previously said Pyongyang and Moscow have been coordinating schedules for a possible Kim-Putin summit. North Korean Vice Foreign Minister Sin Hong-chol arrived in Moscow, Saturday, to meet Russian Deputy Foreign Minister Igor Morgulov this week, according to the Russian foreign ministry, Sunday. Sin's trip comes after several Russian diplomats hinted at North Korean leader Kim Jong-un's visit to Moscow in line with Russian President Vladimir Putin's invitation.  And speculation is rampant that Sin, who handles Pyongyang-Moscow relations, may begin talks with Morgulov for the first summit between their leaders.  Kim and Putin have not yet met.  The Russian foreign ministry said Sin and Morgulov have met routinely to discuss bilateral issues. It did not give details on the agenda to be discussed this week.  Sin also kept mum when asked whether he will prepare for Kim's Russia visit, after arriving at Sheremetyevo International Airport in Moscow, Saturday.  ""It's possible Sin and Morgulov will talk about Kim's travel to Russia in addition to other issues they have discussed routinely,"" a diplomatic source said.  In May, Russian Foreign Minister Sergey Lavrov visited Pyongyang and delivered Putin's invitation to Kim to visit Russia.  The North Korean leader, however, has not confirmed whether to accept the invitation.  Valentina Matviyenko, speaker of the Federation Council of the Russian Federal Assembly, said Kim may travel to Moscow within this year, after meeting him in Pyongyang in September.  Matviyenko was there as Putin's envoy for North Korea's celebration of the country's 70th founding anniversary.  Some diplomatic sources also said Kim may go to Russia by the end of this year.  They pointed out the United States is likely to delay its next summit between Kim and U.S. President Donald Trump to early next year from December.  Morgulov previously said Pyongyang and Moscow have been coordinating schedules for a possible Kim-Putin summit. "
"NK media reports on military talks with Seoul, omits outcome ",2018-10-27 16:20,North Korea,,"North Korea's state media on Saturday reported on general-level military talks with South Korea a day earlier but didn't mention the outcome of the meeting. North Korea's Korean Central News Agency (KCNA) reported that the general-level military talks were held for ""implementing the historic September Pyongyang Joint Declaration."" Friday's meeting was one of the follow-ups to the summit between South Korean President Moon Jae-in and North Korean leader Kim Jong-un in Pyongyang last month. ""At the talks, both sides reviewed in an overall way the first-phase implementation of the military agreement attached to the 'September Pyongyang Joint Declaration,'"" the KCNA said in English. ""And they discussed the practical matters arising in the next-phase implementation and agreed to take necessary steps."" South and North Korea agreed to withdraw 11 border guard posts each by November and verify their removal the following month during general-grade military talks at the truce village of Panmunjom on Friday. The two sides also decided on the ""early"" establishment of a joint military committee tasked with enforcing their Sept. 19 military agreement aimed at reducing border tensions and preventing accidental clashes. The KCNA, however, did report that Major Gen. Kim Do-gyun led the South's delegation and the North was represented by Lt. Gen. An Ik-san. (Yonhap) "
US calls on UN to enforce sanctions on North Korea ,2018-10-27 10:02,North Korea,,"The United States on Friday called on the United Nations to fully comply with sanctions on North Korea until the regime gives up its nuclear weapons and ballistic missile programs. U.S. State Department spokeswoman Heather Nauert issued the call in a statement welcoming a U.N. committee's decision to deflag and ban port entry to three vessels suspected of engaging in illicit activities with the North. The Shang Yuan Bao, New Regent and Kum Un San 3 are accused of carrying out banned ship-to-ship transfers of refined petroleum to North Korean ships. ""North Korea's illicit imports of refined petroleum have substantially breached the U.N. sanctions cap on refined petroleum by making illicit transfers, and we urge that Member States immediately end all sales of refined petroleum to North Korea,"" the spokeswoman said. ""We call on the 1718 Committee to formally recognize this breach."" Nauert said the U.S. has deployed aircraft and surface vessels to detect and disrupt the illicit maritime activities. ""The U.S. remains committed to achieving the final, fully verified denuclearization of North Korea,"" she said. ""The full enforcement of North Korean-related U.N. Security Council Resolutions is crucial to a successful outcome. The international community must continue to enforce and implement U.N. Security Council Resolutions until North Korea denuclearizes."" The U.S. has vowed to maintain sanctions pressure on North Korea while also pushing diplomatic efforts to denuclearize the regime. U.S. President Donald Trump and North Korean leader Kim Jong-un are expected to hold a second summit early next year following their first one in Singapore in June. At the first summit, Kim committed to work toward ""complete"" denuclearization of the Korean Peninsula in exchange for security guarantees from the U.S. (Yonhap) "
Seoul to open bank branches in North Korea only after sanctions are lifted ,2018-10-26 17:26,North Korea,,"South Korea will open bank branches in North Korea only after international sanctions are lifted in return for irreversible steps by the North to dismantle its nuclear weapons program, the top financial regulator here said Friday. Choi Jong-ku, chairman of the Financial Services Commission (FSC), told a parliamentary audit meeting that Seoul has not discussed cooperation with North Korea in the financial sector. ""Opening bank branches in North Korea will be possible only after conditions are met,"" Choi said. North Korean leader Kim Jong-un and U.S. President Donald Trump pledged to work to end the North's nuclear weapons program at a landmark summit in June, but there has been little progress on the details of how to meet that goal. The U.S. has called on its allies to maintain sanctions on North Korea until the North takes concrete and irreversible steps towards denuclearization. Financial sources have said the U.S. Treasury Department called on South Korean banks to comply with sanctions on North Korea, in a thinly veiled warning against doing business with Pyongyang before it takes irreversible steps toward denuclearization. The Treasury Department emailed several commercial and policy banks and conducted conference calls on Sept. 20 and 21, according to the sources. The state-run Korea Development Bank and the Industrial Bank of Korea received calls from the Treasury Department, along with Kookmin Bank, Shinhan Bank and Nonghyup Bank. (Yonhap) "
