제목,날짜,분류,기자,본문
Inter-Korean military information exchanges resume on illegal Chinese fishing boats near NLL,2018-11-03 15:21,North Korea,Yoo Kang-moon,"South and North Korean military authorities resumed information exchanges on Nov. 2 on third-party vessels illegally fishing in near the Northern Limit Line (NLL) area in the West (Yellow) Sea.

The resumption comes a decade after information exchanges based on inter-Korean general-level military talks in June 2004 were suspended in May 2008. The measure is another step toward preventing unintended armed clashes and establishing maritime peace and joint fishing zones in the West Sea NLL area as specified in the two sides’ Sept. 19 military agreement.

According to the South Korean Ministry of National Defense, South and North Korean military authorities exchanged information via their West Sea military communication line at 9 am that day on the current status of “illegally fishing third-country vessels” in the NLL area. The ministry explained that the measure would be “meaningful in terms of the suspension of land-, sea-, and air-based hostile activities and demilitarization of the Panmunjom Joint Security Area recently pursued by South and North Korean military authorities, as well as the establishment of peace on the Korean Peninsula.”

At general-level talks in June 2004, the two sides agreed to use the West Sea military communication line to exchange information on third-party boats illegally fishing around the NLL – the “third party” here essentially referring to China. Notifications regarding the number, position (latitude and longitude), and fishing times of Chinese boats were exchanged between the Navy’s 2nd Fleet Command at Pyeongtaek and North Korea’s West Sea Fleet Command at Nampo before the exchanges were suspended in May 2008.

By resuming their exchanges of information on Chinese boats illegally fishing around the NLL, the two sides stand to reduce the chances of an unintended clash between their militaries. The risk of a clash arose in the past due to the potential for warships on both sides to closely approach or unwittingly cross the NLL while cracking down on Chinese fishing boats. In July, the two sides resumed operation of a shared international merchant ship network to prevent unintended clashes in the West Sea and restored their military communication line for the West Sea region.

The measure is also expected to contribute to the future establishment of a maritime peace zone and inter-Korean joint fishing zone in the West Sea. With anywhere from 50 to 100 Chinese vessels descending on the waters near Baengnyeong and Yeonpyeong Islands during fishing season and clearing out the waters down to small fry, many have complained of the devastating effect this has had on the grounds. At their tenth general-level talks on Oct. 16, South and North Korea agreed to quickly establish a joint military committee to discuss establishing a maritime peace zone and joint fishing zone in the West Sea.

By Yoo Kang-moon, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
South and North Korea to integrate respective branches of taekwondo,2018-11-03 15:18,North Korea,Kim Dong-hoon,"The South and North Korean versions of the martial art known as taekwondo –which branched off from the same roots – will be integrated at last.

World Taekwondo (WT), which took shape in South Korea, and the International Taekwondo Federation (ITF), which developed in North Korea, signed an agreement for the growth and integration of taekwondo at the Yanggakdo International Hotel in Pyongyang on the morning of Nov. 2. The integration of the two organizations, if it takes place this year, would come 45 years after WT was established as the World Taekwondo Federation in 1973 to serve as an alternative to the ITF, which was founded in 1966.

The signing ceremony was attended by executive delegations from the two organizations, including WT President Choue Chung-won and ITF President Ri Yong-son. Choue had been in Pyongyang since Oct. 30 with a WT demonstration team at the invitation of the ITF. After the two organizations reached a general agreement during working-level negotiations the previous day, a cheerful mood prevailed during a 50-minute event on Friday that included the signing of the agreement and commemorative photos.



To begin with, the organizations agreed to set up a joint body to work toward the integration of taekwondo. The two sides are planning to decide on the name of the organization, its character and the content of its activity by this coming December.

The two organizations also agreed to engage in activities to promote the integration of taekwondo. They’re planning to push for joint demonstration performances in China, Russia, Switzerland, the US and Japan, including at the 2020 Tokyo Olympics. The joint body is slated to deliberate the establishment of a joint training center so that the combined demonstration performances can gradually lead to a unified demonstration team.

The WT and the ITF also agreed to hold joint international competitions on a trial basis that will be held under their respective playing rules. The two sides plan to recognize each other’s belt titles and judge licenses so that taekwondo athletes who belong to the two organizations can participate in international competitions hosted by both sides, including continental and global tournaments.



Whereas the South Korean WT has more of a focus on sports, the North Korean ITF emphasizes its traditional martial arts aspects. WT practitioners study basic moves, forms, sparring, breaking boards and self-defense, with WT sparring becoming an official Olympic event during the 2000 Sydney Olympics. The areas studied in the ITF are basic moves, forms, sparring, power breaking and special techniques. South Korean taekwondo athletes wear protective gear on the head and body, but North Korean taekwondo is more violent, with athletes landing punches to the face while wearing a mouthpiece, gloves and soft shoes without soles.

On Friday, the two organizations also decided to seriously discuss the idea of submitting a joint petition to UNESCO to register taekwondo as an intangible cultural heritage. They will also be holding working-level deliberations once a month at an agreed-upon location to ensure the continuing implementation of the agreements reached on Friday.

The ITF was founded in Seoul in 1966 by Choi Hong-hi, the first chairman of the Korea Taekwondo Association. Because of friction with the government of South Korean President Park Chung-hee, Choi sought asylum in Canada in 1972 and then established his version of taekwondo in North Korea during a visit to Pyongyang in 1979. In 1973, shortly after Choi left the country, Kim Un-yong, then a councilor at the South Korean embassy to the US, established the WT on the orders of the Park administration. The two organizations have been at odds for more than 40 years while competing to increase the number of their respective member countries.

On Friday, WT President Choue Chung-won pointed out that next year marked the 25th year since taekwondo was adopted as an official Olympic event during the 1994 meeting of the International Olympic Committee (IOC) in Paris and proposed that the two sides hold a joint performance to mark the occasion in Lausanne, Switzerland, where the IOC headquarters is located. ITF President Ri Yong-son gladly accepted the proposal and said he would definitely be there.

But the IFT did not accept a proposal by the WT to set up an ITF national association in Pyongyang to help North Korean athletes take part in the Olympics. Perhaps in reference to this proposal, Ri Yong-son commented that “if you gulp down water too fast, you can choke on it.”



In related news, South and North Korea convened a meeting of the sports subcommittee at the Inter-Korean Liaison Office in Kaesong on Friday, with their teams of negotiators headed by South Korean Second Vice Minister of the Ministry of Culture, Sports and Tourism Roh Tae-kang and North Korean Deputy Minister Ministry of Sports Won Kil-u. During the meeting, the two sides agreed to send a letter to the IOC expressing their desire to host the 2032 Summer Olympics together.

Furthermore, South and North Korea agreed in principle to send unified teams to international sporting events, including the 2020 Tokyo Olympics, and to deliberate this issue with the IOC and with international athletic organizations representing each event. Accordingly, they will be sending a combined team to the handball world championship that will be held in Germany and Denmark in January 2019.

By Kim Dong-hoon, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
[Photo] South and North agree to submit joint bid to host 2032 Summer Olympics,2018-11-03 15:04,North Korea,,"South Korean Second Vice Minister of Culture, Sports and Tourism Roh Tae-kang and North Korean Deputy Minister Ministry of Sports Won Kil-u met at the inter-Korean joint liaison office in Kaesong to discuss sports cooperation. The two sides agreed to send a letter to the IOC regarding their joint bid to host the 2032 Summer Olympics. They also agreed to send unified teams to international sporting events such as the 2020 Tokyo Olympics, and to deliberate this issue with the IOC and with international athletic organizations representing each event. Accordingly, they will be sending a combined team to the handball world championship that will be held in Germany and Denmark in January 2019. (photo pool)"
Kim Jong-un targets sanctions in remarks quoted in N. Korea’s Rodong Sinmun,2018-11-02 17:43,North Korea,Lee Je-hun,"The battle of nerves between Pyongyang and Washington over the North Korea sanctions issue is heating up again as the two sides resume their dialogue, with high-level talks reportedly set to take place in the US next week to prepare for a second bilateral summit.

In stories on the front and second pages of its Nov. 1 edition, the Rodong Sinmun, the official newspaper of the Workers’ Party of Korea (WPK), quoted North Korean leader Kim Jong-un as saying during a visit to the Wonsan-Kalma coastal tourism area construction site that “hostile forces are foolishly rampaging with dastardly sanction machinations to block improvements and development in our people’s welfare and force us to change and submit.”

While Kim’s remarks were focused more on the “injustice” of the sanctions than on a call for their lifting, it is seen as unusual for him to mention the issue publicly ahead of the high-level talks with the US.

The reference to sanctions was not the first by Kim. In its Aug. 17 edition, the Rodong Sinmun quoted Kim as saying during another visit to the Wonsan-Kalma coastal tourism area site that the construction effort was part of an “intense confrontation with hostile forces who seek to suffocate our people with a forceful blockade of sanctions.”

During his August visit, Kim pushed the zone’s completion date back six months to “October 10 of next year” (the anniversary of the WPK’s establishment) from the Apr. 15 date (the Day of the Sun holiday, founding leader Kim Il-sung’s birthday) mentioned during his first visit in May. Analysts saw the measure as based on a determination that the lifting of sanctions by the US would happen later than initially planned.

Kim’s visit to the Wonsan coastal tourism area was his third this year. The Rodong Sinmun also reported on Oct. 30 that Kim had given on-the-spot guidance in Samjiyon County for a third time in 2018. The efforts were seen as intended to personally check on and encourage the four major construction projects emphasized in his New Year’s address.

During his visit to the Wonsan-Kalma coastal tourism area, Kim said the “country’s situation is difficult at the moment,” but added, “I can already see the day before long when [Wonsan’s Myongsasimni Beach] is crowded with people.”



Meanwhile, the US Treasury Department’s Financial Crimes Enforcement Network (FinCEN) issued a financial transaction advisory on Oct. 31 warning that North Korea presents a risk of laundering money and terrorism financing, Voice of America reported on Nov. 1. In its advisory, FinCEN said the OECD-affiliate Financial Action Task Force (FATF) had urged member countries to take response actions against North Korea to protect the international financial system from money laundering and terrorist financing risk factors.

It went on to provide a detailed four-page explanation including information on the major content of related UN Security Council resolutions and independent sanctions by the Treasury Department’s Office of Foreign Assets Control (OFAC) based on an executive order by the US President.

FinCEN previously issued an identical advisory on Oct. 21. With its renewed advisory, the Treasury Department appears to be a stronger signal that sanctions against North Korea are to be kept in place following FATF designating North Korea once again as a state requiring response measures.

By Lee Je-hun, senior staff writer, and Park Min-hee, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
Blue House confirms Kim Jong-un likely to visit Seoul within the year,2018-11-02 17:40,North Korea,Kim Bo-hyeop,"North Korean leader Kim Jong-un may pay a reciprocal visit to the South Korea within the year as agreed upon by the two sides’ leaders in their Pyongyang Joint Declaration last September, the Blue House suggested on Nov. 1.

“We see [Kim’s South Korea visit] as proceeding without issues,” a Blue House senior official said in a meeting with reporters that day, adding that the two sides would “continue our discussions.”

“The timeline for Chairman Kim’s reciprocal visit is open. While there may be some variability as the situation progresses, we’re definitely looking at a reciprocal visit in the short term,” the official added.

“We look forward to Chairman Kim visiting within the year,” the official said.

When asked about a possible connection to the schedule for a second North Korea-US summit, the official replied, “I don’t see it as necessarily being greatly tied to that [summit].” The message appeared to suggest the two sides would be pursuing a Seoul visit by Kim within 2018 without being greatly affected by the schedule for the second North Korea-US summit.

The ideal Korean Peninsula peace process envisioned in the past by the Blue House involved a second North Korea-US summit followed by a trilateral declaration ending the Korean War and a reciprocal South Korea visit by Kim. This was based on the need for progress in North Korea-US negotiations – which have involved a tug-of-war over denuclearization and North Korean regime security guarantees – to broaden the scope of dialogue for the South and North Korean leaders.

Amid the growing likelihood that the second North Korea-US summit will have to wait until early next year, some have speculated the timelines for the end-of-war declaration and Kim’s reciprocal visit would also be postponed in turn. With its latest announcement, the Blue House raised the possibility of a visit being pursued independently. Analysts predicted a reciprocal visit by Kim that is not tied to the North Korea-US summit may be an event both domestically and internationally indicating his strong commitment to denuclearization and degree of confidence. It may also be taken as a signal of commitment to continued advancements in inter-Korean relations through observance of the terms agreed upon by the South and North Korean leaders in their Pyongyang Joint Declaration last September.

By Kim Bo-hyeop, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
[Photo] Pompeo says high-level talks with North Korea to be held next week,2018-11-02 17:29,North Korea,,"US Secretary of State Mike Pompeo announced on Oct. 31 that high-level talks for the second North Korea-US summit will take place sometime next week. During a radio interview with Laura Ingraham, in response to a question regarding North Korea’s preparations for international inspections of its nuclear test sites, Pompeo said he’ll discuss the issue with his North Korean “counterpart” next week. The counterpart Pompeo referred to will most likely be North Korean United Front Department Director Kim Yong-chol."
[Photo] South and North Korea cease all hostile activity around MDL,2018-11-02 17:27,North Korea,,"South and North Korea ceased all hostile activity by land, sea and air around the Military Demarcation Line (MDL) at exactly midnight on Nov. 1. The cessation of such military activity was in accordance with the inter-Korean military agreement reached during the summit between South Korean President Moon Jae-in and North Korean leader Kim Jong-un on Sept. 19 in Pyongyang. The photo shows a high-speed boat with its gun barrels covered during a South Korean military maneuver exercise in the waters off Yeonpyeong Island in Ongjin County, Incheon, on Nov. 1. The below photo shows North Korean artillery, which is also covered up. (Yonhap News)"
All hostile activity around MDL to cease in accordance with inter-Korean military agreement,2018-11-01 16:23,North Korea,Yoo Kang-moon,"All land-, sea-, and air-based hostile activities around the Military Demarcation Line (MDL) are to be halted as of Nov. 1 in accordance with the military agreement reached by South and North Korea on Sept. 19.

“As of 00 hours on Nov. 1, South and North Korean military authorities will suspend all mutually directed hostile activities on land and sea and in the air,” the Ministry of National Defense announced on Oct. 31.

In their Sept. 19, military agreement, the two sides stipulated that they would be ceasing all live-fire artillery drills and field training exercises at the regiment level and above within 5km of the MDL, designate and operate no-fly zones for all aircraft types, and suspend live-fire and maritime maneuver exercises within buffer zones in the East and West (Yellow) Seas.

“To this end, covers have been placed on the muzzles and barrels of warship and coastal artillery units in the East and West Sea buffer zones, and gun ports have been closed on all coastal artillery on Yeonpyeong and Baengnyeong Islands,” the ministry said.

“No-fly zones have been proclaimed internally and internationally through Notices to Airmen (NOTAM) for different aircraft types,” it added. In terms of new operational procedures to prevent unintended armed clashes, the ministry said Joint Chiefs of Staff and operational command field regulations had been revised and instruction provided to local units.

“In terms of the mutual full-scale suspension of hostile activities, the North Korean side officially stated at the tenth general officer-level military talks that it would be thoroughly implementing and complying with the hostility suspension measures stipulated in the military agreement as of 00 hours on Nov. 1,” the ministry continued. According to the ministry’s explanation, North Korea has been implementing the suspension measures indicated in the agreement, including the recent closing of gun ports on its West Sea coastal artillery.

“The mutual suspension of land-, sea-, and air-based hostile activities implemented by South Korean military authorities as of Nov. 1 in accordance with the Sept. 19 military agreement will represent a practical measure to relax military tensions between South and North and promote the building of trust,” the ministry said.

“This will be a meaningful step in terms of ushering forward the Korean Peninsula’s denuclearization and establishment of permanent peace,” it continued.

“The UN Command (US Forces Korea Command) has repeatedly expressed its support for all measures related to the full-scale mutual suspension of land-, sea-, and air-based hostile activities,” the ministry stressed.

By Yoo Kang-moon, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
S. Korea and US to establish working group for N. Korea’s denuclearization and US measures,2018-11-01 16:21,North Korea,Noh Ji-won,"South Korea and the US have decided to set up a working group to beef up bilateral coordination on North Korea’s denuclearization and corresponding US measures, along with the eventual establishment of a peace regime. Set for a launch next month, the working group is to be a pan-governmental control tower centering on the South Korean Ministry of Foreign Affairs (MOFA) with staff participating from related agencies. Active discussions on granting exemptions to sanctions as a way of driving inter-Korean cooperation are expected to take place.

Meeting with reporters on Oct. 31, a MOFA senior official explained the framework while sharing the concept of the group’s operation. Lee Do-hoon, special representative for Korean Peninsula peace and security affairs, and Stephen Biegun, US State Department special representative for North Korea policy, are seen as likely to serve as the two sides’ representatives, with MOFA and the US State Department serving as the group’s central axis while staff from other agencies participate under a fluid framework as required according to individual issues.

The two sides reportedly agreed on the need to establish a working group to build a permanent system for increased bilateral communication and cooperation as the processes of inter-Korean cooperation and North Korean denuclearization intensify going ahead.

“The working group’s biggest aim is about how to get South Korea and US communicating well and often,” the official said, adding that the discussions advanced over the course of 14 meetings between Lee and Biegun were “meaningful in terms of making things regular, official, and systematic.”

The working group’s actual main roles are to be twofold. First, it will serve as a way for the two sides to share strategies for North Korea’s denuclearization and corresponding US measures, along with the establishment of a peace regime.

“An end-of-war declaration lies at the entrance of establishing a peace regime, and the signing of a peace agreement lies at the exit,” the official explained – hinting that the group will also be discussing the process toward a declaration officially ending the Korean War and the signing of a peace agreement.

The second role involves beefing up the close coordination needed between to implement the terms of inter-Korean cooperation pledged by the South and North Korean leaders in their Panmunjom Declaration and Pyongyang Joint Declaration.

“Our government is ushering [inter-Korean cooperation projects] forward under the sanctions framework, and we’re discussing whether we need to request exemptions to the sanctions,” the official explained, adding that “the working group will be capable” of holding those discussions. The US is reportedly not opposed to inter-Korean cooperation projects per se as long as they are discussed closely between Seoul and Washington.



Addressing concerns from some quarters that the US proposed the working group as a way of throwing brakes on the recent momentum in inter-Korean relations, the official said, “We are the ones who suggested it, and the discussions have been taking place for several months.”

Reporting on Biegun’s visit to South Korea between Oct. 28 and 30, US State Department Deputy Spokesperson Robert Palladino said on Oct. 30 that the trip’s purpose was “to discuss diplomatic efforts to achieve the final, fully verified denuclearization (FFVD) of North Korea.”

“As part of that, the two [South Korean and US] governments agreed on establishing a new working group that would further strengthen our close coordination on our diplomacy, on our denuclearization efforts, on sanctions implementation, and inter-Korean cooperation that comply with the United Nations sanctions,” he explained.

When asked during the briefing whether there had been any “disagreement” between Washington and Seoul, Palladino replied, “The United States and the Republic of Korea are closely coordinating on our joint approach, denuclearization of the Korean Peninsula. We’ll continue to do so.”



A Blue House source also reported that Biegun had had a separate meeting with Yoon Geon-young, government situation room director, prior to meeting National Security Office Director Chung Eui-yong at the Blue House the day before. The meeting took place at the US’ request.

“The government situation room is in charge of general affairs for inter-Korean summits, and Mr. Yoon not only has experience communicating with North Korean figures while visiting with Chung when he was sent to North Korea as a special envoy for the first summit, but also present at the second inter-Korean summit at Panmungak,” a Blue House official said.

“Mr. Biegun appears to have regarded Mr. Yoon as a working-level official at the Blue House with whom he should be meeting,” the official added.

Observers have speculated that Biegun’s decision to meet with Blue House Chief of Staff Im Jong-seok and Yoon rather than the “official line” working on the denuclearization issue may be based on his intention to coordinate perspectives between Seoul and Washington and “slow the roll” of developments in economic cooperation.

“My understanding is that Mr. Biegun did not make any explicit requests along those lines,” a Blue House senior official said in a telephone interview with the Hankyoreh.

“But he did apparently focus on expressing his wish to strengthen systematic communication centering on him as the person in charge of North Korea policy,” the official added.

Biegun’s visit to South Korea gave the strong impression of being intended to strengthen his own stature within the State Department as the official in charge of North Korea policy rather than to coordinate the two sides’ views on the Korean Peninsula peace process. Observers also suggested it was intended to make up for the lack of smooth communication within Washington’s foreign affairs line despite the ongoing channels of communication between the two sides – including ones connecting Chung with White House National Security Advisor John Bolton, Minister of Foreign Affairs Kang Kyung-wha with Secretary of State Mike Pompeo, and Biegun with Lee Do-hoon.

Indeed, a communication breakdown within the US government was named as being largely to blame for Pompeo’s message of “protest” to Kang regarding the inter-Korean military agreement shortly before the third inter-Korean summit. Kang is reported to have advised Pompeo at the time to “check internally on your [US] side.”

By Noh Ji-won, staff reporter, and Hwang Joon-bum, Washington correspondent

Please direct comments or questions to [english@hani.co.kr]"
[Photo] A harvest of rice to send tractors to North Korean farmers,2018-11-01 16:06,North Korea,,"A coalition of farmers who call themselves the “Unification Farm” gathered on Oct. 31 in Goesan County, North Chungcheong Province, in preparation to sell seven to eight tons of rice and then use the proceedings to buy tractors to send to farmers in North Korea. Although the farmers say they’re “selling” the rice, they’re in actuality delivering it to people generous enough to offer donations to the cause. The gift of tractors will be delivered by the coalition in the name of farmers aiding each other, regardless of whether they’re in the South or North. (provided by the Alliance of North Chungcheong Farmers)"
Kim Yong-chol to meet with Pompeo in US next week,2018-10-31 16:55,North Korea,Hwang Joon-bum,"A high-level meeting between Workers’ Party of Korea vice chairman and North Korean United Front Department Director Kim Yong-chol and US Secretary of State Mike Pompeo will reportedly be taking place in the US around the later part of next week.

Discussions in preparation for a second North Korea-US summit expected to take place early next year appear poised to gain momentum.

According to the account of a diplomatic source in Washington on Oct. 30, the two sides have effectively finished coordination toward holding the high-level talks - previously mentioned by Pompeo on Oct. 19 – sometime around late next week soon after the US midterm elections on Nov. 6. The most likely venue is to be New York City, where North Korea’s UN mission is located, although Washington, DC, has also been mentioned.

A South Korean Ministry of Foreign Affairs senior official said Seoul and Washington shared a schedule and agenda for the high-level talks during an Oct. 30 visit by US State Department Special Representative for North Korea Policy Stephen Biegun. After arriving in South Korea on Oct. 28, Biegun met on Oct. 29 with Blue House Chief of Staff Im Jong-seok, Minister of Foreign Affairs Kang Kyung-hwa, and Special Representative for Korean Peninsula Peace and Security Affairs Lee Do-hoon.

In remarks on Oct. 19, Pompeo said, “I’m very hopeful we’ll have senior leader meetings here in the next week and a half or so [in late October] between myself and my counterpart.” The two sides reportedly planned to hold high-level talks around late October, but ended up delaying them due to the situation on the US side. Kim is seen as likely to be North Korea’s counterpart in the meeting with Pompeo.




If Kim does attend the high-level talks next week, it will be his second visit to the US. The likelihood of him meeting US President Donald Trump appears slim, as Trump is scheduled to attend a centennial ceremony in Paris on Nov. 11 to commemorate the end of the First World War.
The date and venue for the second North Korea-US summit appear likely to be key issues at the high-level talks.

On Oct. 22, White House National Security Advisor John Bolton predicted the summit would take place after Jan. 1. Trump said on Oct. 9 that “three or four locations” other than the US and Singapore were being discussed. The US is reportedly in favor of holding the summit in a neutral third country in Europe such as Switzerland or Sweden.



The high-level talks are also expected to include discussions on North Korea’s denuclearization measures and corresponding measures from the US. North Korea has invited inspectors to its Punggye Village nuclear test site and announced its intent to dismantle its engine testing site and missile launch pad at Tongchang Village; it has also announced its willingness to dismantle its nuclear facilities at Yongbyon, contingent on corresponding measures from Washington.

While Pyongyang has been vocal in demanding the loosening of sanctions and a declaration ending the Korean War from the US, Washington has countered that sanctions will not relaxed without denuclearization.

Discussions on the issues of denuclearization and corresponding measures appear likely to continue after the high-level talks at a follow-up meeting next month between Biegun and North Korean Vice Foreign Minister Choe Son-hui.

On the afternoon of Oct. 30, Biegun met with South Korean National Security Office director Chung Eui-yong to discuss the Korean Peninsula political situation in general and plans for close coordination and cooperation between the two sides in the process of advancing inter-Korean and North Korea-US relations. During his two-day visit, Biegun met with the full range of senior South Korean government officials in the areas of foreign affairs and national security, including his counterpart Lee Do-hoon as well as the Blue House National Security Office director and chief of staff and the Minister of Unification and Foreign Affairs.

Earlier, Biegun traveled to the Central Government Complex in Seoul to meet with Minister of Unification Cho Myoung-gyon. In their meeting, Biegun stressed that Seoul and Washington “want the same thing for the Korean Peninsula: peace and stability, primarily through denuclearization of North Korea.”

“There are many initiatives that we can cooperate on, and we are looking forward to working closely between the ministry and the US,” he continued.

Biegun also told Cho he was meeting his Ministry of Foreign Affairs counterpart Lee Do-hoon that evening for the 14th time since assuming his position on Aug. 23, adding that the importance of close partnership between the US and South Korea was being emphasized in all cases.

Cho replied that the current moment is “a very important time.”

“I am glad that your visit means discussions on plans for close cooperation between our two sides in connection with advancing inter-Korean and US-North Korea relations,” he told Biegun.

By Hwang Joon-bum, Washington correspondent, Noh Ji-won, staff reporter, and Lee Je-hun, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
[Photo] NIS reports N. Korea preparing for outside inspections of nuclear facilities,2018-10-31 16:40,North Korea,,The South Korean National Intelligence Service (NIS) announced on Oct. 31 that North Korea is preparing for international experts to investigate their nuclear test site at Punggye Village. North Korean leader mentioned to US Secretary of State Mike Pompeo on Oct. 7 that he would be willing to invite a group of US experts to investigate the site. The above photo shows the demolition of Tunnel 4 at the Punggye Village test site on May 25. (photo pool)
Inter-Korean goodwill matches of young soccer players foster environment of unity and friendship,2018-10-30 17:15,North Korea,Kim Chang-keum,"“Shoot!”

“Oh no...”

The 15,000 spectators packing the stands at the Songam Leports Town main stadium in Chuncheon, Gangwon Province, on Oct. 29 let out cries of excitement and frustration every time the South or North Korean team got hold of the ball and made for the goalposts. They did not take sides – seemingly unconcerned with who might win. In the stands, placards read “We are one.” Students holding up a Korean Peninsula flag cried out “Daehanminguk!” (literally “Republic of Korea”; a popular chant at sporting events) and helped energize the players, who were competing hard despite the nippy weather.

“I don’t care who wins,” said one South Korean senior citizen spectator who hails originally from the North Korean province of Hwanghae. “I just hope we’ll keep meeting and having exchanges like this often.”


The event that day was the official opening match of the 5th Ari Sports Cup international U-15 soccer championship (Oct. 28–Nov. 22), with North Korea’s April 25 Sports Club youth team claiming a 3-1 win over a Gangwon Province all-star team. The North Korean side overwhelmed the South Korean players with their robust builds and well-crafted plays.

“It’d be nice if we can come and go and share friendship often in the not-too-distant future,” said North Korean #11 Ri Il-song, who scored two goals that day, adding his team’s victory “will make my parents, friends, and teachers back home happy.” The April 25 Sports Club girls’ team previously beat a Hana Bank Middle School Federation all-star team 2-0 in an unscheduled inter-Korean goodwill match.

As though representative of the current climate of inter-Korean reconciliation, the players from the April 25 and Gangwon teams went around the track after the match giving thanks to the crowd together. The April 25 and Hana Bank girls’ teams also joined on the grounds to wave toward the crowds. Gangwon Gov. Choi Moon-soon, North Korean captain Mun Ung, and the South and North Korean players shouted “we are one” as a commemorative photograph was taken before the match.

The 5th Ari Sports Cup drew major attention from the domestic and foreign media that day as the Chuncheon event marked the competition’s return to South Korea – the site of its first edition in 2014 in Yeoncheon, Gyeonggi Province – after previously being held in Pyongyang, Kunming, and again in Pyongyang last August.

“This competition also had eight teams participating from eight countries (South and North Korea, China, Uzbekistan, Vietnam, and Iran),” said South and North Korean Sports Exchange Association chairman Kim Gyeong-seong, who has played a leading role in inter-Korean sports exchange efforts since 2006.

“With the regular hosting of this competition, we’ve established a framework,” he added.


“We’re planning to invite Real Madrid from Europe and other famous youth team for the sixth event next year, which is scheduled to take place in Wonsan, North Korea,” Kim said.
Choi Moon-soon stressed, “Friendship is more important than victory.”

“Sports exchange is bringing South and North closer,” he said.

By Kim Chang-keum, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
US in direct correspondence with N. Korean lieutenant general regarding POW/MIA remains,2018-10-30 17:06,North Korea,Lee Je-hun,"Kelly McKeague, director of the US Defense POW/MIA Accounting Agency (DPAA), has been directly corresponding with North Korean Lieutenant General An Ik-san to discuss the recovery of the remains of US soldiers killed in North Korean territory during the Korean War. This discussion includes details such as the timeframe, method and conditions for the exhumation efforts, which were agreed to in the joint statement signed by North Korean leader Kim Jong-un and US President Donald Trump on June 12.

“During the letters I’ve exchanged with North Korean Lieutenant General An Ik-san, we’ve discussed concrete details such as the timeframe of the recovery. I sent my most recent letter to An three weeks ago,” McKeague said. He made these remarks during an interview that took place when a South Korean delegation from the South Korea-US Security Forum visited DPAA, which is located at the US Indo-Pacific Command in Hawaii, on Oct. 23.

“My most recent letter deals with related areas of progress, including the fact that the proposal we’re going to give North Korea hasn’t been finalized but probably will be within two weeks,” McKeague said, without getting into the details of the proposal that the US government is working on.

“DPAA is directly responsible for the recovery of remains,” McKeague said, adding that he’d “received permission from Secretary of State Mike Pompeo to directly contact An Ik-san for deliberations” without specifying the timing. McKeague emphasized that DPAA has been authorized by Pompeo to “contact and deliberate with the North Koreans regardless of whether there is progress toward denuclearization.”

“Lieutenant General An and I have been exchanging letters by way of the North Korean [and American] delegations to the UN in New York,” McKeague added.

In a statement released on July 15, Pompeo said that North Korea and the US “agreed to re-commence field operations in the DPRK to search for the estimated 5,300 Americans who never returned home” during general-level military talks that were held between the UN Command and the North Korean military at Panmunjom on the same day. At the time, Pompeo did not mention any of the details of the recovery operations, such as timeframe or method, but the correspondence with An Ik-san mentioned by McKeague appears to serve as the follow-up deliberations to those general-level talks.

“Next year, we’re planning to work on recovering the remains of American soldiers in 47 countries around the world, and North Korea is obviously one of those. But the final decision hasn’t been made on the question of recovering remains in the North Korean region,” McKeague said.

“I hope our deliberations with North Korea will go well so that we can resume the recovery efforts with the North Koreans at Jangjin Lake and Unsan County in March of next year,” McKeague said, adding that “By our calculations, over a thousand American soldiers were lost around Jangjin Lake and over a thousand were lost around Unsan County during the Korean War.”

An Ik-san, whom McKeague has identified as his counterpart in the negotiations, is one of the top negotiators in the North Korean military, and he’s in charge of the North Korean People’s Army’s delegations to general-level military talks with the UN Command and with South Korea. McKeague said that An also attended the repatriation ceremony of the remains of American soldiers that took place at Wonsan’s Kalma Airport on July 27.



Jennie Jin (Korean name Jin Ju-hyeon), an anthropologist who works at DPAA’s Central Identification Laboratory, was at Wonsan when the remains were repatriated. “When we arrived at Wonsan, the North Koreans were well-prepared; for each of the 55 boxes [containing the remains of American soldiers], they’d brought personal effects and detailed records of their recovery. Thanks to that, the work proceeded in a very amicable atmosphere,” Jin said.

“Because so much time has passed, none of the 55 boxes sent by the North Koreans contain the complete remains. But in September, we managed to identity two American soldiers. With one of two identified soldiers, the North Korean officials’ hints were a big help because they gave us a set of dog tags and said the owner of the tags was definitely in a certain box or one of the boxes around it,” Jin said.

“Some people say that some of the remains of American soldiers that North Korea has sent are actually animal bones, but that’s not true. So far, the North Koreans have never sent the US animal bones.”

By Lee Je-hun, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
